ID	ABM006.A0101.mp2profile	ABM007.A0101.mp2profile	ABM008.A0101.mp2profile	ARS001.A0101.SG1.2.mp2profile	ARS004.A0101.SG1.2.mp2profile	ARS005.A0101.SG1.2.mp2profile	ARS010.A0101.SG1.2.mp2profile	ARS011.A0101.SG1.2.mp2profile	ARS012.A0101.SG1.2.mp2profile	ARS013.A0101.SG1.2.mp2profile	ARS015.A0101.SG1.2.mp2profile	ARS017.A0101.SG1.2.mp2profile	ARS020.A0101.SG1.2.mp2profile	BAN001.A0101.mp2profile	BIT001.A0101.mp2profile	BSQ001.A0101.mp2profile	CDC005.A0101.mp2profile	CDC006.A0101.mp2profile	CDC007.A0101.mp2profile	CDC008.A0101.mp2profile	CDC009.A0101.mp2profile	CDC010.A0101.mp2profile	CDC011.A0101.mp2profile	Chimp.150519.mp2profile	DJA002.A0101.mp2profile	DJA006.A0101.mp2profile	DJA007.A0101.mp2profile	DLV001.A0101.mp2profile	DLV002.A0101.mp2profile	EBO001.A0101.mp2profile	EBO003.A0101.mp2profile	EBO008.A0101.mp2profile	EBO009.A0101.mp2profile	ECO002.B0101.mp2profile	ECO004.B0101.mp2profile	ECO006.B0101.mp2profile	ECO010.B0101.mp2profile	ElSidron1.mp2profile	ElSidron2.mp2profile	EMN001.A0101.mp2profile	ERR1883418.mp2profile	ERR1883419.mp2profile	ERR1883420.mp2profile	ERR1883421.mp2profile	ERR1883422.mp2profile	ERR1883423.mp2profile	ERR1883424.mp2profile	ERR1883430.mp2profile	ERR1883436.mp2profile	ERR1883438.mp2profile	ESA003.A0101.mp2profile	ESA004.A0101.mp2profile	ESA006.A0101.mp2profile	ESA007.A0101.mp2profile	ESA008.A0101.mp2profile	EXB002.A1101.mp2profile	EXB015.A1701.mp2profile	EXB015.A1901.mp2profile	EXB015.A2001.mp2profile	EXB015.A2101.mp2profile	EXB015.A2201.mp2profile	EXB015.A2301.mp2profile	EXB015.A2401.mp2profile	EXB015.A2501.mp2profile	EXB015.A2601.mp2profile	EXB015.A2801.mp2profile	EXB015.A2901.mp2profile	EXB020.A0101.mp2profile	EXB021.A0101.mp2profile	EXB022.A0101.mp2profile	EXB023.A0101.mp2profile	EXB033.A0401.mp2profile	EXB033.A0801.mp2profile	EXB033.A1401.mp2profile	FDM001.A0101.mp2profile	FUM001.A0101.mp2profile	FUM002.A0101.mp2profile	FUM003.A0101.mp2profile	GDC002.A0101.mp2profile	GDC004.A0101.mp2profile	GDC005.A0101.mp2profile	GDN001.A0101.mp2profile	GOY005.A0101.mp2profile	GOY006.A0101.mp2profile	GUE001.A0101.mp2profile	IBA001.A0101.mp2profile	IBA002.A0101.mp2profile	JAE006.A0101.mp2profile	JAE007.A0101.mp2profile	JAE008.A0101.mp2profile	JAE009.A0101.mp2profile	JAE010.A0101.mp2profile	JAE012.A0101.mp2profile	JAE013.A0101.mp2profile	JAE014.A0101.mp2profile	JAE015.A0101.mp2profile	JAE016.A0101.mp2profile	KNP001.A0102.mp2profile	KNP003.A0102.mp2profile	KNP004.A0102.mp2profile	KNP005.A0102.mp2profile	KNP006.A0102.mp2profile	KNP007.A0102.mp2profile	KNP009.A0102.mp2profile	LIB007.A0117.mp2profile	LIB007.A0118.mp2profile	LIB007.A0119.mp2profile	LIB007.A0120.mp2profile	LIB007.A0122.mp2profile	LIB007.A0123.mp2profile	LIB007.A0124.mp2profile	LIB009.A0102.mp2profile	LIB012.A0101.mp2profile	LIB013.A0101.mp2profile	LIB014.A0101.mp2profile	LIB015.A0101.mp2profile	LIB017.A0101.mp2profile	LIB017.A0102.mp2profile	LIB025.A0301.mp2profile	LIB025.A0601.mp2profile	LIB025.A0701.mp2profile	LIS001.A0101.mp2profile	LIS002.A0101.mp2profile	LIS003.A0101.mp2profile	LOB001.A0101.mp2profile	MOA001.A0101.mp2profile	MTK001.A0101.mp2profile	MTM001.A0101.mp2profile	MTM002.A0101.mp2profile	MTM003.A0101.mp2profile	MTM004.A0101.mp2profile	MTM005.A0101.mp2profile	MTM006.A0101.mp2profile	MTM008.A0101.mp2profile	MTM009.A0101.mp2profile	MTM010.A0101.mp2profile	MTM011.A0101.mp2profile	MTM012.A0101.mp2profile	MTM013.A0101.mp2profile	MTS001.A0101.mp2profile	MTS002.A0101.mp2profile	MTS003.A0101.mp2profile	OAK001.A0101.mp2profile	OAK002.A0101.mp2profile	OAK003.A0101.mp2profile	OAK004.A0101.mp2profile	OAK005.A0101.mp2profile	OFN001.A0101.mp2profile	OME002.A0101.mp2profile	OME003.A0101.mp2profile	OME005.A0101.mp2profile	OME007.A0101.mp2profile	OME009.A0101.mp2profile	PES001.B0101.mp2profile	PLV001.A0101.mp2profile	PYK001.A0101.mp2profile	PYK002.A0101.mp2profile	PYK003.A0101.mp2profile	PYK004.A0101.mp2profile	PYK005.A0101.mp2profile	RIG001.A0101.mp2profile	SPM001.A0101.mp2profile	SPM002.A0101.mp2profile	SpyNew.mp2profile	SpyOld.mp2profile	SRR059389.mp2profile	SRR059425.mp2profile	SRR059455.mp2profile	SRR059917.mp2profile	SRR060358.mp2profile	SRR061192.mp2profile	SRR061294.mp2profile	SRR061320.mp2profile	SRR061365.mp2profile	SRR061562.mp2profile	SRR062083.mp2profile	SRR062298.mp2profile	SRR062299.mp2profile	SRR063517.mp2profile	SRR1631060.mp2profile	SRR1631061.mp2profile	SRR1631063.mp2profile	SRR1631064.mp2profile	SRR1633008.mp2profile	SRR1761677.mp2profile	SRR1761682.mp2profile	SRR1761688.mp2profile	SRR1761692.mp2profile	SRR1761697.mp2profile	SRR1761698.mp2profile	SRR1761705.mp2profile	SRR1761710.mp2profile	SRR1761718.mp2profile	SRR1761721.mp2profile	SRR1804664.mp2profile	SRR1804823.mp2profile	SRR1929408.mp2profile	SRR1930121.mp2profile	SRR1930123.mp2profile	SRR1930141.mp2profile	SRR1930145.mp2profile	SRR3184100.mp2profile	SRR3184876.mp2profile	SRR3189411.mp2profile	SRR3189416.mp2profile	SRR3189418.mp2profile	SRR512767.mp2profile	SRR513165.mp2profile	SRR513768.mp2profile	SRR513775.mp2profile	SRR513828.mp2profile	SRR514202.mp2profile	SRR514239.mp2profile	SRR514306.mp2profile	SRR514329.mp2profile	TAF008.B0101.mp2profile	TAF016.B0101.mp2profile	TAF017.A0101.mp2profile	TAF018.A0101.mp2profile	VLC001.A0101.mp2profile	VLC002.A0101.mp2profile	VLC003.A0101.mp2profile	VLC004.A0101.mp2profile	VLC005.A0101.mp2profile	VLC008.A0101.mp2profile	VLC009.A0101.mp2profile	VLC010.A0101.mp2profile	VLD001.A0101.mp2profile	WAL001.A0101.mp2profile	ZAF001.A0101.mp2profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chitiniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chitiniphilus|s__Chitiniphilus_shinanonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chitiniphilus|s__Chitiniphilus_shinanonensis|t__GCF_000374805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chromobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chromobacterium|s__Chromobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	3.47532	0	0.0651	0	0	0	0	0	0	0	0	0	0	0	0.04802	0.77818	0	0.22697	0	0	0	0	0	0	1.49234	0	0.05864	0	0	0.25166	0	0	0	0.1506	0.23195	0	0	0.03646	1.55259	0.95074	0	0	0	0	0	0	0	0	0	0	1.51071	2.58848	1.05016	0.10784	0.34088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04073	0	0.02085	0.22651	0	0	0.12341	0.04351	2.60772	3.41357	0	0	0	6.51917	6.62753	3.16914	1.2816	3.17493	1.62159	3.35352	1.60421	0.46687	0.3781	0	0	0	0	0	0	0.07941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41929	0.07428	0.65413	0	0	0	0	0	0.1814	0	0	0	0	0.12551	0	0	0	0	0	0	0	0	2.07294	0.02328	0.94947	1.92708	1.2148	0.19906	0.01336	0.05878	0	0	0.11559	0.22269	0.08136	0.34314	0.04338	1.23258	0.00877	0.22088	0	0	0	0	0	0	0	0	0	0.39931	0.49228	0.45137	0.19308	1.12917	0.95015	0.68812	0.3575	0.16262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48854	0.22015	0	0	0	0	0	0.00529	0.00054	0.01292	0.00975	0.01085	0.80791	0.42724	0.32033	0.46153	0.47657	0.01885	0.90187	0.97284	0.75116	0	0	0.63079	4.57828	0.64347	6.04075	5.16287	1.22228	3.71753	0.72641	3.14594	2.74315	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	3.47532	0	0.0651	0	0	0	0	0	0	0	0	0	0	0	0.04802	0.77818	0	0.22697	0	0	0	0	0	0	1.49234	0	0.05864	0	0	0.25166	0	0	0	0.1506	0.23195	0	0	0.03646	1.55259	0.95074	0	0	0	0	0	0	0	0	0	0	1.51071	2.58848	1.05016	0.10784	0.34088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04073	0	0.02085	0.22651	0	0	0.12341	0.04351	2.60772	3.41357	0	0	0	6.51917	6.62753	3.16914	1.2816	3.17493	1.62159	3.35352	1.60421	0.46687	0.3781	0	0	0	0	0	0	0.07941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41929	0.07428	0.65413	0	0	0	0	0	0.1814	0	0	0	0	0.12551	0	0	0	0	0	0	0	0	2.07294	0.02328	0.94947	1.92708	1.2148	0.19906	0.01336	0.05878	0	0	0.11559	0.22269	0.08136	0.34314	0.04338	1.23258	0.00877	0.22088	0	0	0	0	0	0	0	0	0	0.39931	0.49228	0.45137	0.19308	1.12917	0.95015	0.68812	0.3575	0.16262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48854	0.22015	0	0	0	0	0	0.00529	0.00054	0.01292	0.00975	0.01085	0.80791	0.42724	0.32033	0.46153	0.47657	0.01885	0.90187	0.97284	0.75116	0	0	0.63079	4.57828	0.64347	6.04075	5.16287	1.22228	3.71753	0.72641	3.14594	2.74315	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__Eikenella_corrodens_unclassified	3.47532	0	0.0651	0	0	0	0	0	0	0	0	0	0	0	0.04802	0.77818	0	0.22697	0	0	0	0	0	0	1.49234	0	0.05864	0	0	0.25166	0	0	0	0.1506	0.23195	0	0	0.03646	1.55259	0.95074	0	0	0	0	0	0	0	0	0	0	1.51071	2.58848	1.05016	0.10784	0.34088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04073	0	0.02085	0.22651	0	0	0.12341	0.04351	2.60772	3.41357	0	0	0	6.51917	6.62753	1.82079	1.2816	1.70582	1.12782	1.96966	0.93252	0.46687	0.3781	0	0	0	0	0	0	0.07941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41929	0.07428	0.65413	0	0	0	0	0	0.1814	0	0	0	0	0.12551	0	0	0	0	0	0	0	0	1.40888	0.02328	0.61708	1.92708	1.2148	0.19906	0.01336	0.05878	0	0	0.11559	0.22269	0.08136	0.34314	0.04338	1.23258	0.00877	0.22088	0	0	0	0	0	0	0	0	0	0.39931	0.17727	0.28956	0.19308	0.73615	0.32897	0.68812	0.3575	0.16262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48854	0.22015	0	0	0	0	0	0.00529	0.00054	0.01292	0.00975	0.01085	0.54788	0.42724	0.32033	0.46153	0.47657	0.01885	0.6644	0.97284	0.25062	0	0	0.63079	4.57828	0.64347	4.75351	3.77829	0.52842	1.94702	0.72641	3.14594	2.74315	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__GCF_000158615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72232	0	0.51895	0.49377	0	0.40112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22347	0	0	0	0	0	1.28723	1.38458	0.36469	0.71008	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__GCF_000504685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62603	0	0.95016	0	1.38386	0.27057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66406	0	0.33239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31501	0.1618	0	0.39302	0.25708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26003	0	0	0	0	0	0.23748	0	0.27707	0	0	0	0	0	0	0	0.32916	1.06043	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	0.09762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04826	0.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10067	0	0	0	0	0	0	0	0	0	0.02478	0	0	0	0	0.03901	0	0	0	0	0	0.22872	0.37751	0.02858	0	0.02989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10618	0	0	0.02618	0	0	0	0	0.6869	0	0	0	0.0169	0.13532	1.57333	0.09214	0.06005	1.07281	0.52759	3.792	0.32939	0.08678	0.15802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52373	0	0	0.12106	0.21664	0	0.03086	0	0.14495	0.1777	0.35915	0	0.05389	0.93632	0	0.10294	0.74047	1.19259	0	0	1.98822	0	0.01294	0	0.24474	0.70126	0.94222	3.8175	0.77629	2.40287	0.03925	0	0	0.00672	0	0.3611	0	0	0	0	0	0	0	0	0	0	0	1.51204	1.8212	0.37495	1.97227	1.18557	2.56381	0.25532	0.31324	1.6632	0.07823	0.05807	0.02498	0.03178	0	0	0	0	0	0	0	0	0	0	0	0.22236	0.50142	0	0	0	0	0	0.02343	0.00293	0.0666	0.06634	0.06917	1.54607	0.86174	1.42892	1.15363	1.29473	2.08071	0.73221	2.3021	1.82779	0	0	0	0	0.40589	0.70412	0.10447	1.20812	0.87549	0.28338	0.37528	0.12225	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22872	0.19837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24797	0	0	0	0	0.13532	1.57333	0.04199	0.04555	0.04545	0.2544	3.68206	0.32939	0.08678	0.00741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06092	0	0	1.98188	0	0.01294	0	0.18647	0	0	0	0	0	0	0	0	0	0	0.31683	0	0	0	0	0	0	0	0	0	0	0	0	0.52874	0	0	0	0.61916	0	0	1.17626	0.01313	0.01653	0.01595	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01161	0.01171	0.01476	0.09279	0.13333	0	0	0.00036	0	0.04	0	1.20043	0	0	0	0	0.24309	0.70412	0	1.11837	0.87083	0	0	0.02045	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans|t__GCF_000190695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22872	0.19837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24797	0	0	0	0	0.13532	1.57333	0.04199	0.04555	0.04545	0.2544	3.68206	0.32939	0.08678	0.00741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06092	0	0	1.98188	0	0.01294	0	0.18647	0	0	0	0	0	0	0	0	0	0	0.31683	0	0	0	0	0	0	0	0	0	0	0	0	0.52874	0	0	0	0.61916	0	0	1.17626	0.01313	0.01653	0.01595	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01161	0.01171	0.01476	0.09279	0.13333	0	0	0.00036	0	0.04	0	1.20043	0	0	0	0	0.24309	0.70412	0	1.11837	0.87083	0	0	0.02045	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.01248	1.02736	0.27319	0.10995	0	0	0.1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00635	0	0	0	0	0.50485	0.94222	3.8175	0.72875	0.86839	0	0	0	0	0	0.04428	0	0	0	0	0	0	0	0	0	0	0	1.51204	1.29246	0.2764	1.97227	1.18557	1.94465	0.25532	0.31324	0.48694	0.00163	0.00559	0.00903	0.01219	0	0	0	0	0	0	0	0	0	0	0	0.22236	0.49975	0	0	0	0	0	0.02343	0.00293	0.05498	0.05463	0.05441	1.45329	0.64365	1.42892	1.15363	1.29437	1.92792	0.69221	2.3021	0.62735	0	0	0	0	0.16279	0	0	0.08976	0.00467	0.28338	0.37528	0.1018	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis|t__GCF_000160435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.01248	1.02736	0.27319	0.10995	0	0	0.1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00635	0	0	0	0	0.50485	0.94222	3.8175	0.72875	0.86839	0	0	0	0	0	0.04428	0	0	0	0	0	0	0	0	0	0	0	1.51204	1.29246	0.2764	1.97227	1.18557	1.94465	0.25532	0.31324	0.48694	0.00163	0.00559	0.00903	0.01219	0	0	0	0	0	0	0	0	0	0	0	0.22236	0.49975	0	0	0	0	0	0.02343	0.00293	0.05498	0.05463	0.05441	1.45329	0.64365	1.42892	1.15363	1.29437	1.92792	0.69221	2.3021	0.62735	0	0	0	0	0.16279	0	0	0.08976	0.00467	0.28338	0.37528	0.1018	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_unclassified	0.09762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04826	0.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08046	0	0	0	0	0	0	0	0	0	0.02478	0	0	0	0	0.03901	0	0	0	0	0	0	0.17914	0.02858	0	0.02989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10618	0	0	0.02618	0	0	0	0	0.43893	0	0	0	0.0169	0	0	0.02115	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12106	0.21664	0	0.03086	0	0.14495	0.1777	0.35915	0	0.05389	0.93632	0	0.10294	0.74047	1.13167	0	0	0	0	0	0	0.05827	0.19641	0	0	0.04754	1.53448	0.03925	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09855	0	0	0	0	0	0	0.06348	0.03594	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0	0	0	0	0	0	0	0	0	0	0	0.08477	0	0	0	0.15279	0	0	0	0	0	0	0	0	0	0.10447	0	0	0	0	0	0	0	0
