KOrtholog	PC1	PC2
K00526	0.083862919243501	0.0473630957976446
K00658	0.0814379513008568	-0.0321095844697633
K00674	0.0821291888960032	-0.0847081545319931
K01092	0.102979782301791	-0.0377762307069403
K01657	0.0800564588221351	-0.0605997414514163
K01696	0.0833286186545982	-0.0643992451495832
K01902	0.098777802339278	0.0335410666170712
K01903	0.11583936352661	-0.0123175093410939
K01961	0.0956000906232258	-0.0263623776362854
K07173	0.0832969901188003	-0.0369045295478685
