ID	ABM006.A0101	ABM007.A0101	ABM008.A0101	ARS001.A0101.SG1.2	ARS004.A0101.SG1.2	ARS005.A0101.SG1.2	ARS010.A0101.SG1.2	ARS011.A0101.SG1.2	ARS012.A0101.SG1.2	ARS013.A0101.SG1.2	ARS015.A0101.SG1.2	ARS017.A0101.SG1.2	ARS020.A0101.SG1.2	BAN001.A0101	BIT001.A0101	BSQ001.A0101	CDC005.A0101	CDC006.A0101	CDC007.A0101	CDC008.A0101	CDC009.A0101	CDC010.A0101	CDC011.A0101	Chimp.150519	DJA002.A0101	DJA006.A0101	DJA007.A0101	DLV001.A0101	DLV002.A0101	EBO001.A0101	EBO003.A0101	EBO008.A0101	EBO009.A0101	ECO002.B0101	ECO004.B0101	ECO006.B0101	ECO010.B0101	ElSidron1	ElSidron2	EMN001.A0101	ERR1883418	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883430	ERR1883436	ERR1883438	ESA003.A0101	ESA004.A0101	ESA006.A0101	ESA007.A0101	ESA008.A0101	EXB002.A1101	EXB015.A1701	EXB015.A1901	EXB015.A2001	EXB015.A2101	EXB015.A2201	EXB015.A2301	EXB015.A2401	EXB015.A2501	EXB015.A2601	EXB015.A2801	EXB015.A2901	EXB020.A0101	EXB021.A0101	EXB022.A0101	EXB023.A0101	EXB033.A0401	EXB033.A0801	EXB033.A1401	FDM001.A0101	FUM001.A0101	FUM002.A0101	FUM003.A0101	GDC002.A0101	GDC004.A0101	GDC005.A0101	GDN001.A0101	GOY005.A0101	GOY006.A0101	GUE001.A0101	IBA001.A0101	IBA002.A0101	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	KNP001.A0102	KNP003.A0102	KNP004.A0102	KNP005.A0102	KNP006.A0102	KNP007.A0102	KNP009.A0102	LIB007.A0117	LIB007.A0118	LIB007.A0119	LIB007.A0120	LIB007.A0122	LIB007.A0123	LIB007.A0124	LIB009.A0102	LIB012.A0101	LIB013.A0101	LIB014.A0101	LIB015.A0101	LIB017.A0101	LIB017.A0102	LIB025.A0301	LIB025.A0601	LIB025.A0701	LIS001.A0101	LIS002.A0101	LIS003.A0101	LOB001.A0101	MOA001.A0101	MTK001.A0101	MTM001.A0101	MTM002.A0101	MTM003.A0101	MTM004.A0101	MTM005.A0101	MTM006.A0101	MTM008.A0101	MTM009.A0101	MTM010.A0101	MTM011.A0101	MTM012.A0101	MTM013.A0101	MTS001.A0101	MTS002.A0101	MTS003.A0101	OAK001.A0101	OAK002.A0101	OAK003.A0101	OAK004.A0101	OAK005.A0101	OFN001.A0101	OME002.A0101	OME003.A0101	OME005.A0101	OME007.A0101	OME009.A0101	PES001.B0101	PLV001.A0101	PYK001.A0101	PYK002.A0101	PYK003.A0101	PYK004.A0101	PYK005.A0101	RIG001.A0101	SPM001.A0101	SPM002.A0101	SpyNew	SpyOld	SRR059389	SRR059425	SRR059455	SRR059917	SRR060358	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761677	SRR1761682	SRR1761688	SRR1761692	SRR1761697	SRR1761698	SRR1761705	SRR1761710	SRR1761718	SRR1761721	SRR1804664	SRR1804823	SRR1929408	SRR1930121	SRR1930123	SRR1930141	SRR1930145	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	TAF008.B0101	TAF016.B0101	TAF017.A0101	TAF018.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	VLD001.A0101	WAL001.A0101	ZAF001.A0101
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae|t__GCF_000220865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	0	0	0	0	0	0	0	0	0	0	8833	2225	1539	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	5145	103	0	0	0	5278	2444	102219	13204	189633	2063	68138	17472	2872	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2312	0	14724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11351	0	470	0	825	0	0	0	0	0	843	3562	0	50	0	4330	0	1644	0	0	0	0	0	0	0	0	0	10549	0	9639	40717	39323	21647	0	0	977	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	1239	3967	0	0	0	0	0	0	1087	455	233	297	5912	9834	337	4088	1732	95	15493	0	44706	0	0	651	514	20812	24305	21501	163157	37772	411	21020	1935	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	41	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	881	0	498	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	384	0	0	0	0	0	81	145	0	0	0	420	912	370	993	0	0	2201	2095	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	1281	307	0	826	175	134	0	2945	0	0	922	0	186	1060	1962	0	0	80	0	0	0	434	0	112	0	0	0	0	334	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	1532	0	127	165	6528	176	0	0	1270	1255	1588	4380	627	859	0	0	0	0	0	0	0	0	0	0	498	763	0	0	0	0	0	654	696	731	228	238	0	0	44	702	0	0	71	386	173	0	0	0	790	0	632	0	218	2280	0	363	84	0	0	292
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis|t__Neisseria_meningitidis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	41	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	881	0	498	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	384	0	0	0	0	0	81	145	0	0	0	420	912	370	993	0	0	2201	2095	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	1281	307	0	826	175	134	0	2945	0	0	922	0	186	1060	1962	0	0	80	0	0	0	434	0	112	0	0	0	0	334	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	1532	0	127	165	6528	176	0	0	1270	1255	1588	4380	627	859	0	0	0	0	0	0	0	0	0	0	498	763	0	0	0	0	0	654	696	731	228	238	0	0	44	702	0	0	71	386	173	0	0	0	790	0	632	0	218	2280	0	363	84	0	0	292
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_shayeganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	632	506	780	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_shayeganii|t__GCF_000226875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	632	506	780	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	1707	0	0	0	0	605	1909	0	0	0	0	0	0	0	0	0	0	40053	3875	2338	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2421	0	0	0	0	713	10096	976	0	0	0	1265270	893880	174606	300463	127401	8534	1058343	139743	82900	6290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4783	0	40354	0	0	1009	0	0	527	160	116	0	1117	0	0	1082	0	176	205	724	0	0	36892	0	4148	239	2920	0	0	0	0	0	2873	28184	0	2110	0	10315	0	3860	0	0	0	0	0	0	0	0	0	24784	2974	2995	40155	311294	53412	0	2072	1145090	2962	3266	2900	3959	3207	0	0	0	0	0	0	0	0	0	0	17333	203322	0	0	0	0	0	3883	1726	1907	2401	1592	5208	74280	37	7221	1952	106122	34668	548	231834	0	0	7522	2692	201931	65930	257998	88486	297135	655	71557	8166	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca|t__Neisseria_sicca_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	1707	0	0	0	0	605	1909	0	0	0	0	0	0	0	0	0	0	40053	3875	2338	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2421	0	0	0	0	713	10096	976	0	0	0	1265270	893880	174606	300463	127401	8534	1058343	139743	82900	6290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4783	0	40354	0	0	1009	0	0	527	160	116	0	1117	0	0	1082	0	176	205	724	0	0	36892	0	4148	239	2920	0	0	0	0	0	2873	28184	0	2110	0	10315	0	3860	0	0	0	0	0	0	0	0	0	24784	2974	2995	40155	311294	53412	0	2072	1145090	2962	3266	2900	3959	3207	0	0	0	0	0	0	0	0	0	0	17333	203322	0	0	0	0	0	3883	1726	1907	2401	1592	5208	74280	37	7221	1952	106122	34668	548	231834	0	0	7522	2692	201931	65930	257998	88486	297135	655	71557	8166	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100788	16272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63742	0	35483	0	0	0	0	0	49142	0	0	0	0	0	0	30645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368405	0	15857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184545	0	0	0	0	16789	48786	0	0	0	0	0	16459	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014|t__GCF_000090875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100788	16272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63742	0	35483	0	0	0	0	0	49142	0	0	0	0	0	0	30645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368405	0	15857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184545	0	0	0	0	16789	48786	0	0	0	0	0	16459	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	5715	47	1536	0	838	354	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	566	4655	0	0	0	379	0	45	670	0	0	0	0	0	0	0	0	0	0	0	0	268	366	0	0	0	0	0	468	2758	1046	52	147	0	399	0	4510	0	0	495	0	1278	0	0	0	0	0	751	0	476	1635	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava|t__GCF_000173955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	5715	47	1536	0	838	354	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	566	4655	0	0	0	379	0	45	670	0	0	0	0	0	0	0	0	0	0	0	0	268	366	0	0	0	0	0	468	2758	1046	52	147	0	399	0	4510	0	0	495	0	1278	0	0	0	0	0	751	0	476	1635	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29600	0	0	0	0	553	0	0	0	0	0	188	195	384	0	11945	0	0	194	1187	2094	0	0	5788	53392	15690	0	0	0	0	459	0	0	0	0	0	85630	4557	3121	2235	2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	1109	389	0	0	9932	0	4514	1290	0	0	0	638	51185	4364	0	0	5059	2885515	4915639	876982	206695	603803	0	2533422	16996	46895	22262	191	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	1352	2555	0	0	0	0	0	13585	1185	131618	8212	0	173262	91950	3297	75372	20214	226544	87834	177568	8013	32859	97809	5134	49113	105725	152344	8473	0	0	0	0	1290	7923	31490	4376	9469	0	7196	9650	60478	220	17287	0	10947	0	16492	0	0	0	593	0	0	0	0	0	122597	11681	9670	407994	0	0	4081	29162	1479819	13320	16130	6634	15704	5084	0	0	0	0	0	0	0	0	0	0	0	915576	927	0	0	0	0	30682	8969	0	0	0	0	104924	0	275811	0	40699	68807	0	1422153	190	0	14156	2386	494574	34968	0	302008	162579	0	323661	0	382	2550	2464
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_weaveri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	741	1307	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_weaveri|t__Neisseria_weaveri_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	741	1307	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Pseudogulbenkiania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Pseudogulbenkiania|s__Pseudogulbenkiania_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	213	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	213	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri|t__GCF_000163775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	213	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	5184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	942	536	1774	7683	1571	380	920	5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	5184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	942	536	1774	7683	1571	380	920	5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
