Binning Method	Database	Taxonomic Level	Decontam Method	Decontam Threshold	Contaminant	Genus	Species
megan	nt	genus	combined	0.99	Oncorhynchus	Oncorhynchus	NA
megan	nt	genus	combined	0.99	Ophiocordyceps	Ophiocordyceps	NA
megan	nt	genus	combined	0.99	Opitutus	Opitutus	NA
megan	nt	genus	combined	0.99	Ornithobacterium	Ornithobacterium	NA
megan	nt	genus	combined	0.99	Oryza	Oryza	NA
megan	nt	genus	combined	0.99	Oryzias	Oryzias	NA
megan	nt	genus	combined	0.99	Ovis	Ovis	NA
megan	nt	genus	combined	0.99	P68virus	P68virus	NA
megan	nt	genus	combined	0.99	Paenalcaligenes	Paenalcaligenes	NA
megan	nt	genus	combined	0.99	Paeniclostridium	Paeniclostridium	NA
megan	nt	genus	combined	0.99	Paludibacter	Paludibacter	NA
megan	nt	genus	combined	0.99	Paludisphaera	Paludisphaera	NA
megan	nt	genus	combined	0.99	Pandoraea	Pandoraea	NA
megan	nt	genus	combined	0.99	Pannonibacter	Pannonibacter	NA
megan	nt	genus	combined	0.99	Pantholops	Pantholops	NA
megan	nt	genus	combined	0.99	Pantoea	Pantoea	NA
megan	nt	genus	combined	0.99	Paraburkholderia	Paraburkholderia	NA
megan	nt	genus	combined	0.99	Paracoccidioides	Paracoccidioides	NA
megan	nt	genus	combined	0.99	Paracoccus	Paracoccus	NA
megan	nt	genus	combined	0.99	Paralichthys	Paralichthys	NA
megan	nt	genus	combined	0.99	Paraoerskovia	Paraoerskovia	NA
megan	nt	genus	combined	0.99	Paraphaeosphaeria	Paraphaeosphaeria	NA
megan	nt	genus	combined	0.99	Parascardovia	Parascardovia	NA
megan	nt	genus	combined	0.99	Parastagonospora	Parastagonospora	NA
megan	nt	genus	combined	0.99	Parastrongyloides	Parastrongyloides	NA
megan	nt	genus	combined	0.99	Parvibaculum	Parvibaculum	NA
megan	nt	genus	combined	0.99	Paucibacter	Paucibacter	NA
megan	nt	genus	combined	0.99	Pediococcus	Pediococcus	NA
megan	nt	genus	combined	0.99	Pedobacter	Pedobacter	NA
megan	nt	genus	combined	0.99	Pelagibaca	Pelagibaca	NA
megan	nt	genus	combined	0.99	Pelagibacterium	Pelagibacterium	NA
megan	nt	genus	combined	0.99	Pelobacter	Pelobacter	NA
megan	nt	genus	combined	0.99	Pelodictyon	Pelodictyon	NA
megan	nt	genus	combined	0.99	Pelosinus	Pelosinus	NA
megan	nt	genus	combined	0.99	Peltigera	Peltigera	NA
megan	nt	genus	combined	0.99	Penicilliopsis	Penicilliopsis	NA
megan	nt	genus	combined	0.99	Peptoclostridium	Peptoclostridium	NA
megan	nt	genus	combined	0.99	Pestalotiopsis	Pestalotiopsis	NA
megan	nt	genus	combined	0.99	Phaeoacremonium	Phaeoacremonium	NA
megan	nt	genus	combined	0.99	Phaeobacter	Phaeobacter	NA
megan	nt	genus	combined	0.99	Phenylobacterium	Phenylobacterium	NA
megan	nt	genus	combined	0.99	Phialocephala <Helotiales>	Phialocephala	<Helotiales>
megan	nt	genus	combined	0.99	Phialophora	Phialophora	NA
megan	nt	genus	combined	0.99	Phicbkvirus	Phicbkvirus	NA
megan	nt	genus	combined	0.99	Phoenicibacter	Phoenicibacter	NA
megan	nt	genus	combined	0.99	Phoenix	Phoenix	NA
megan	nt	genus	combined	0.99	Phycicoccus	Phycicoccus	NA
megan	nt	genus	combined	0.99	Phycisphaera	Phycisphaera	NA
megan	nt	genus	combined	0.99	Phyllostachys	Phyllostachys	NA
megan	nt	genus	combined	0.99	Phyllosticta	Phyllosticta	NA
megan	nt	genus	combined	0.99	Picea	Picea	NA
megan	nt	genus	combined	0.99	Pimelobacter	Pimelobacter	NA
megan	nt	genus	combined	0.99	Pinus	Pinus	NA
megan	nt	genus	combined	0.99	Pirellula	Pirellula	NA
megan	nt	genus	combined	0.99	Planctomyces	Planctomyces	NA
megan	nt	genus	combined	0.99	Plantactinospora	Plantactinospora	NA
megan	nt	genus	combined	0.99	Plantibacter	Plantibacter	NA
megan	nt	genus	combined	0.99	Plasmodium	Plasmodium	NA
megan	nt	genus	combined	0.99	Plecturocebus	Plecturocebus	NA
megan	nt	genus	combined	0.99	Plesiomonas	Plesiomonas	NA
megan	nt	genus	combined	0.99	Pluralibacter	Pluralibacter	NA
megan	nt	genus	combined	0.99	Pochonia	Pochonia	NA
megan	nt	genus	combined	0.99	Polaribacter	Polaribacter	NA
megan	nt	genus	combined	0.99	Polaromonas	Polaromonas	NA
megan	nt	genus	combined	0.99	Polymorphum	Polymorphum	NA
megan	nt	genus	combined	0.99	Pongo	Pongo	NA
megan	nt	genus	combined	0.99	Populus	Populus	NA
megan	nt	genus	combined	0.99	Porphyrobacter	Porphyrobacter	NA
megan	nt	genus	combined	0.99	Prauserella	Prauserella	NA
megan	nt	genus	combined	0.99	Prosthecochloris	Prosthecochloris	NA
megan	nt	genus	combined	0.99	Proteus	Proteus	NA
megan	nt	genus	combined	0.99	Protopolystoma	Protopolystoma	NA
megan	nt	genus	combined	0.99	Providencia	Providencia	NA
megan	nt	genus	combined	0.99	Prunus	Prunus	NA
megan	nt	genus	combined	0.99	Pseudarthrobacter	Pseudarthrobacter	NA
megan	nt	genus	combined	0.99	Pseudocercospora	Pseudocercospora	NA
megan	nt	genus	combined	0.99	Pseudodesulfovibrio	Pseudodesulfovibrio	NA
megan	nt	genus	combined	0.99	Pseudogulbenkiania	Pseudogulbenkiania	NA
megan	nt	genus	combined	0.99	Pseudogymnoascus	Pseudogymnoascus	NA
megan	nt	genus	combined	0.99	Pseudomonas	Pseudomonas	NA
megan	nt	genus	combined	0.99	Pseudonocardia	Pseudonocardia	NA
megan	nt	genus	combined	0.99	Pseudorhodoplanes	Pseudorhodoplanes	NA
megan	nt	genus	combined	0.99	Pseudoxanthomonas	Pseudoxanthomonas	NA
megan	nt	genus	combined	0.99	Psychrobacter	Psychrobacter	NA
megan	nt	genus	combined	0.99	Psychromicrobium	Psychromicrobium	NA
megan	nt	genus	combined	0.99	Purpureocillium	Purpureocillium	NA
megan	nt	genus	combined	0.99	Pygocentrus	Pygocentrus	NA
megan	nt	genus	combined	0.99	Pyrenophora	Pyrenophora	NA
megan	nt	genus	combined	0.99	Pyronema	Pyronema	NA
megan	nt	genus	combined	0.99	Pyxinia	Pyxinia	NA
megan	nt	genus	combined	0.99	Quercus	Quercus	NA
megan	nt	genus	combined	0.99	Ralstonia	Ralstonia	NA
megan	nt	genus	combined	0.99	Ramlibacter	Ramlibacter	NA
megan	nt	genus	combined	0.99	Raoultella	Raoultella	NA
megan	nt	genus	combined	0.99	Rathayibacter	Rathayibacter	NA
megan	nt	genus	combined	0.99	Rattus	Rattus	NA
megan	nt	genus	combined	0.99	Renibacterium	Renibacterium	NA
megan	nt	genus	combined	0.99	Rheinheimera	Rheinheimera	NA
megan	nt	genus	combined	0.99	Rhinocladiella	Rhinocladiella	NA
megan	nt	genus	combined	0.99	Rhizobacter	Rhizobacter	NA
megan	nt	genus	combined	0.99	Rhizobium	Rhizobium	NA
megan	nt	genus	combined	0.99	Rhizorhabdus	Rhizorhabdus	NA
megan	nt	genus	combined	0.99	Rhodanobacter	Rhodanobacter	NA
megan	nt	genus	combined	0.99	Rhodobacter	Rhodobacter	NA
megan	nt	genus	combined	0.99	Rhodococcus	Rhodococcus	NA
megan	nt	genus	combined	0.99	Rhodoferax	Rhodoferax	NA
megan	nt	genus	combined	0.99	Rhodomicrobium	Rhodomicrobium	NA
megan	nt	genus	combined	0.99	Rhodoplanes	Rhodoplanes	NA
megan	nt	genus	combined	0.99	Rhodopseudomonas	Rhodopseudomonas	NA
megan	nt	genus	combined	0.99	Rhodospirillum	Rhodospirillum	NA
megan	nt	genus	combined	0.99	Rhodothermus	Rhodothermus	NA
megan	nt	genus	combined	0.99	Rhodotorula	Rhodotorula	NA
megan	nt	genus	combined	0.99	Rhodovulum	Rhodovulum	NA
megan	nt	genus	combined	0.99	Rickettsia	Rickettsia	NA
megan	nt	genus	combined	0.99	Roseateles	Roseateles	NA
megan	nt	genus	combined	0.99	Roseburia	Roseburia	NA
megan	nt	genus	combined	0.99	Roseiflexus	Roseiflexus	NA
megan	nt	genus	combined	0.99	Roseomonas	Roseomonas	NA
megan	nt	genus	combined	0.99	Rubrivivax	Rubrivivax	NA
megan	nt	genus	combined	0.99	Rubrobacter	Rubrobacter	NA
megan	nt	genus	combined	0.99	Ruegeria	Ruegeria	NA
megan	nt	genus	combined	0.99	Rugosibacter	Rugosibacter	NA
megan	nt	genus	combined	0.99	Rummeliibacillus	Rummeliibacillus	NA
megan	nt	genus	combined	0.99	Saccharomonospora	Saccharomonospora	NA
megan	nt	genus	combined	0.99	Saccharomyces	Saccharomyces	NA
megan	nt	genus	combined	0.99	Saccharopolyspora	Saccharopolyspora	NA
megan	nt	genus	combined	0.99	Saccharothrix	Saccharothrix	NA
megan	nt	genus	combined	0.99	Salinibacter	Salinibacter	NA
megan	nt	genus	combined	0.99	Salinicoccus	Salinicoccus	NA
megan	nt	genus	combined	0.99	Salinispora	Salinispora	NA
megan	nt	genus	combined	0.99	Salipiger	Salipiger	NA
megan	nt	genus	combined	0.99	Salmo	Salmo	NA
megan	nt	genus	combined	0.99	Sandaracinus	Sandaracinus	NA
megan	nt	genus	combined	0.99	Savagea	Savagea	NA
megan	nt	genus	combined	0.99	Schistosoma	Schistosoma	NA
megan	nt	genus	combined	0.99	Schizosaccharomyces	Schizosaccharomyces	NA
megan	nt	genus	combined	0.99	Sclerotinia	Sclerotinia	NA
megan	nt	genus	combined	0.99	Sebaldella	Sebaldella	NA
megan	nt	genus	combined	0.99	Secale	Secale	NA
megan	nt	genus	combined	0.99	Serinicoccus	Serinicoccus	NA
megan	nt	genus	combined	0.99	Serratia	Serratia	NA
megan	nt	genus	combined	0.99	Shewanella	Shewanella	NA
megan	nt	genus	combined	0.99	Shinella	Shinella	NA
megan	nt	genus	combined	0.99	Sideroxydans	Sideroxydans	NA
megan	nt	genus	combined	0.99	Singulisphaera	Singulisphaera	NA
megan	nt	genus	combined	0.99	Sinorhizobium	Sinorhizobium	NA
megan	nt	genus	combined	0.99	Snodgrassella	Snodgrassella	NA
megan	nt	genus	combined	0.99	Solanum	Solanum	NA
megan	nt	genus	combined	0.99	Solibacillus	Solibacillus	NA
megan	nt	genus	combined	0.99	Sorangium	Sorangium	NA
megan	nt	genus	combined	0.99	Sordaria	Sordaria	NA
megan	nt	genus	combined	0.99	Sphaerobacter	Sphaerobacter	NA
megan	nt	genus	combined	0.99	Sphaerulina	Sphaerulina	NA
megan	nt	genus	combined	0.99	Sphingobacterium	Sphingobacterium	NA
megan	nt	genus	combined	0.99	Sphingobium	Sphingobium	NA
megan	nt	genus	combined	0.99	Sphingomonas	Sphingomonas	NA
megan	nt	genus	combined	0.99	Sphingopyxis	Sphingopyxis	NA
megan	nt	genus	combined	0.99	Sphingorhabdus	Sphingorhabdus	NA
megan	nt	genus	combined	0.99	Spiribacter	Spiribacter	NA
megan	nt	genus	combined	0.99	Spirometra	Spirometra	NA
megan	nt	genus	combined	0.99	Spirosoma	Spirosoma	NA
megan	nt	genus	combined	0.99	Sporisorium	Sporisorium	NA
megan	nt	genus	combined	0.99	Sporosarcina	Sporosarcina	NA
megan	nt	genus	combined	0.99	Sporothrix	Sporothrix	NA
megan	nt	genus	combined	0.99	Stackebrandtia	Stackebrandtia	NA
megan	nt	genus	combined	0.99	Staphylococcus	Staphylococcus	NA
megan	nt	genus	combined	0.99	Stappia	Stappia	NA
megan	nt	genus	combined	0.99	Starkeya	Starkeya	NA
megan	nt	genus	combined	0.99	Stenotrophomonas	Stenotrophomonas	NA
megan	nt	genus	combined	0.99	Steroidobacter	Steroidobacter	NA
megan	nt	genus	combined	0.99	Stigmatella	Stigmatella	NA
megan	nt	genus	combined	0.99	Streptomyces	Streptomyces	NA
megan	nt	genus	combined	0.99	Streptosporangium	Streptosporangium	NA
megan	nt	genus	combined	0.99	Strongyloides	Strongyloides	NA
megan	nt	genus	combined	0.99	Sulfitobacter	Sulfitobacter	NA
megan	nt	genus	combined	0.99	Sulfuricaulis	Sulfuricaulis	NA
megan	nt	genus	combined	0.99	Sulfuricella	Sulfuricella	NA
megan	nt	genus	combined	0.99	Sulfurifustis	Sulfurifustis	NA
megan	nt	genus	combined	0.99	Sulfuritalea	Sulfuritalea	NA
megan	nt	genus	combined	0.99	Sus	Sus	NA
megan	nt	genus	combined	0.99	Symbiobacterium	Symbiobacterium	NA
megan	nt	genus	combined	0.99	Synechococcus	Synechococcus	NA
megan	nt	genus	combined	0.99	Syntrophomonas	Syntrophomonas	NA
megan	nt	genus	combined	0.99	Tateyamaria	Tateyamaria	NA
megan	nt	genus	combined	0.99	Terriglobus	Terriglobus	NA
megan	nt	genus	combined	0.99	Thauera	Thauera	NA
megan	nt	genus	combined	0.99	Theobroma	Theobroma	NA
megan	nt	genus	combined	0.99	Thermaerobacter	Thermaerobacter	NA
megan	nt	genus	combined	0.99	Thermoanaerobacter	Thermoanaerobacter	NA
megan	nt	genus	combined	0.99	Thermoanaerobacterium	Thermoanaerobacterium	NA
megan	nt	genus	combined	0.99	Thermobacillus	Thermobacillus	NA
megan	nt	genus	combined	0.99	Thermobifida	Thermobifida	NA
megan	nt	genus	combined	0.99	Thermobispora	Thermobispora	NA
megan	nt	genus	combined	0.99	Thermomonospora	Thermomonospora	NA
megan	nt	genus	combined	0.99	Thermus	Thermus	NA
megan	nt	genus	combined	0.99	Thioalkalivibrio	Thioalkalivibrio	NA
megan	nt	genus	combined	0.99	Thiobacillus	Thiobacillus	NA
megan	nt	genus	combined	0.99	Thioclava	Thioclava	NA
megan	nt	genus	combined	0.99	Thiocystis	Thiocystis	NA
megan	nt	genus	combined	0.99	Thioflavicoccus	Thioflavicoccus	NA
megan	nt	genus	combined	0.99	Thiohalobacter	Thiohalobacter	NA
megan	nt	genus	combined	0.99	Thiomonas	Thiomonas	NA
megan	nt	genus	combined	0.99	Tistrella	Tistrella	NA
megan	nt	genus	combined	0.99	Toxoplasma	Toxoplasma	NA
megan	nt	genus	combined	0.99	Trametes	Trametes	NA
megan	nt	genus	combined	0.99	Trichoderma	Trichoderma	NA
megan	nt	genus	combined	0.99	Trichophyton	Trichophyton	NA
megan	nt	genus	combined	0.99	Trichosporon	Trichosporon	NA
megan	nt	genus	combined	0.99	Triticum	Triticum	NA
megan	nt	genus	combined	0.99	Trochodendron	Trochodendron	NA
megan	nt	genus	combined	0.99	Trogoderma	Trogoderma	NA
megan	nt	genus	combined	0.99	Truepera	Truepera	NA
megan	nt	genus	combined	0.99	Tsukamurella	Tsukamurella	NA
megan	nt	genus	combined	0.99	Tumebacillus	Tumebacillus	NA
megan	nt	genus	combined	0.99	Uncinocarpus	Uncinocarpus	NA
megan	nt	genus	combined	0.99	Ustilago	Ustilago	NA
megan	nt	genus	combined	0.99	Variovorax	Variovorax	NA
megan	nt	genus	combined	0.99	Verminephrobacter	Verminephrobacter	NA
megan	nt	genus	combined	0.99	Verrucomicrobium	Verrucomicrobium	NA
megan	nt	genus	combined	0.99	Verruconis	Verruconis	NA
megan	nt	genus	combined	0.99	Verrucosispora	Verrucosispora	NA
megan	nt	genus	combined	0.99	Verticillium <mitosporic Plectosphaerellaceae>	Verticillium	<mitosporic Plectosphaerellaceae>
megan	nt	genus	combined	0.99	Vigna	Vigna	NA
megan	nt	genus	combined	0.99	Virgibacillus	Virgibacillus	NA
megan	nt	genus	combined	0.99	Vitis	Vitis	NA
megan	nt	genus	combined	0.99	Vitreoscilla	Vitreoscilla	NA
megan	nt	genus	combined	0.99	Vogesella	Vogesella	NA
megan	nt	genus	combined	0.99	Vulgatibacter	Vulgatibacter	NA
megan	nt	genus	combined	0.99	Wallemia	Wallemia	NA
megan	nt	genus	combined	0.99	Weeksella	Weeksella	NA
megan	nt	genus	combined	0.99	Weissella	Weissella	NA
megan	nt	genus	combined	0.99	Wenzhouxiangella	Wenzhouxiangella	NA
megan	nt	genus	combined	0.99	Wickerhamomyces	Wickerhamomyces	NA
megan	nt	genus	combined	0.99	Wolfiporia	Wolfiporia	NA
megan	nt	genus	combined	0.99	Wuchereria	Wuchereria	NA
megan	nt	genus	combined	0.99	Xanthobacter	Xanthobacter	NA
megan	nt	genus	combined	0.99	Xanthomonas	Xanthomonas	NA
megan	nt	genus	combined	0.99	Xenopus	Xenopus	NA
megan	nt	genus	combined	0.99	Xylanimonas	Xylanimonas	NA
megan	nt	genus	combined	0.99	Xylona	Xylona	NA
megan	nt	genus	combined	0.99	Yangia	Yangia	NA
megan	nt	genus	combined	0.99	Yarrowia	Yarrowia	NA
megan	nt	genus	combined	0.99	Zea	Zea	NA
megan	nt	genus	combined	0.99	Zobellella	Zobellella	NA
megan	nt	species	combined	0.99	[Clostridium] sphenoides	[Clostridium]	sphenoides
megan	nt	species	combined	0.99	[Clostridium] ultunense	[Clostridium]	ultunense
megan	nt	species	combined	0.99	[Eubacterium] eligens	[Eubacterium]	eligens
megan	nt	species	combined	0.99	[Eubacterium] rectale	[Eubacterium]	rectale
megan	nt	species	combined	0.99	[Nectria] haematococca	[Nectria]	haematococca
megan	nt	species	combined	0.99	[Polyangium] brachysporum	[Polyangium]	brachysporum
megan	nt	species	combined	0.99	[Ruminococcus] torques	[Ruminococcus]	torques
megan	nt	species	combined	0.99	Achromobacter denitrificans	Achromobacter	denitrificans
megan	nt	species	combined	0.99	Achromobacter insolitus	Achromobacter	insolitus
megan	nt	species	combined	0.99	Achromobacter sp. MFA1 R4	Achromobacter	sp. MFA1 R4
megan	nt	species	combined	0.99	Achromobacter xylosoxidans	Achromobacter	xylosoxidans
megan	nt	species	combined	0.99	Acidaminococcus intestini	Acidaminococcus	intestini
megan	nt	species	combined	0.99	Acidihalobacter ferrooxidans	Acidihalobacter	ferrooxidans
megan	nt	species	combined	0.99	Acidihalobacter prosperus	Acidihalobacter	prosperus
megan	nt	species	combined	0.99	Acidimicrobium ferrooxidans	Acidimicrobium	ferrooxidans
megan	nt	species	combined	0.99	Acidiphilium cryptum	Acidiphilium	cryptum
megan	nt	species	combined	0.99	Acidiphilium multivorum	Acidiphilium	multivorum
megan	nt	species	combined	0.99	Acidobacteria bacterium Mor1	Acidobacteria	bacterium Mor1
megan	nt	species	combined	0.99	Acidobacterium capsulatum	Acidobacterium	capsulatum
megan	nt	species	combined	0.99	Acidothermus cellulolyticus	Acidothermus	cellulolyticus
megan	nt	species	combined	0.99	Acidovorax avenae	Acidovorax	avenae
megan	nt	species	combined	0.99	Acidovorax carolinensis	Acidovorax	carolinensis
megan	nt	species	combined	0.99	Acidovorax citrulli	Acidovorax	citrulli
megan	nt	species	combined	0.99	Acidovorax ebreus	Acidovorax	ebreus
megan	nt	species	combined	0.99	Acidovorax sp. JS42	Acidovorax	sp. JS42
megan	nt	species	combined	0.99	Acidovorax sp. KKS102	Acidovorax	sp. KKS102
megan	nt	species	combined	0.99	Acidovorax sp. RAC01	Acidovorax	sp. RAC01
megan	nt	species	combined	0.99	Acidovorax sp. T1	Acidovorax	sp. T1
megan	nt	species	combined	0.99	Acinetobacter baumannii	Acinetobacter	baumannii
megan	nt	species	combined	0.99	Acinetobacter guillouiae	Acinetobacter	guillouiae
megan	nt	species	combined	0.99	Acinetobacter haemolyticus	Acinetobacter	haemolyticus
megan	nt	species	combined	0.99	Acinetobacter johnsonii	Acinetobacter	johnsonii
megan	nt	species	combined	0.99	Acinetobacter junii	Acinetobacter	junii
megan	nt	species	combined	0.99	Acinetobacter lactucae	Acinetobacter	lactucae
megan	nt	species	combined	0.99	Acinetobacter larvae	Acinetobacter	larvae
megan	nt	species	combined	0.99	Acinetobacter lwoffii	Acinetobacter	lwoffii
megan	nt	species	combined	0.99	Acinetobacter nosocomialis	Acinetobacter	nosocomialis
megan	nt	species	combined	0.99	Acinetobacter oleivorans	Acinetobacter	oleivorans
megan	nt	species	combined	0.99	Acinetobacter schindleri	Acinetobacter	schindleri
megan	nt	species	combined	0.99	Acinetobacter soli	Acinetobacter	soli
megan	nt	species	combined	0.99	Acinetobacter sp. TTH0-4	Acinetobacter	sp. TTH0-4
megan	nt	species	combined	0.99	Actinoalloteichus hoggarensis	Actinoalloteichus	hoggarensis
megan	nt	species	combined	0.99	Actinoalloteichus hymeniacidonis	Actinoalloteichus	hymeniacidonis
megan	nt	species	combined	0.99	Actinomyces sp. VUL4_3	Actinomyces	sp. VUL4_3
megan	nt	species	combined	0.99	Actinoplanes derwentensis	Actinoplanes	derwentensis
megan	nt	species	combined	0.99	Actinoplanes friuliensis	Actinoplanes	friuliensis
megan	nt	species	combined	0.99	Actinoplanes missouriensis	Actinoplanes	missouriensis
megan	nt	species	combined	0.99	Actinoplanes sp. N902-109	Actinoplanes	sp. N902-109
megan	nt	species	combined	0.99	Actinoplanes sp. SE50/110	Actinoplanes	sp. SE50/110
megan	nt	species	combined	0.99	Actinopolymorpha singaporensis	Actinopolymorpha	singaporensis
megan	nt	species	combined	0.99	Actinopolyspora erythraea	Actinopolyspora	erythraea
megan	nt	species	combined	0.99	Actinosynnema mirum	Actinosynnema	mirum
megan	nt	species	combined	0.99	Actinosynnema pretiosum	Actinosynnema	pretiosum
megan	nt	species	combined	0.99	Acyrthosiphon pisum	Acyrthosiphon	pisum
megan	nt	species	combined	0.99	Advenella kashmirensis	Advenella	kashmirensis
megan	nt	species	combined	0.99	Advenella mimigardefordensis	Advenella	mimigardefordensis
megan	nt	species	combined	0.99	Aegilops tauschii	Aegilops	tauschii
megan	nt	species	combined	0.99	Aeribacillus pallidus	Aeribacillus	pallidus
megan	nt	species	combined	0.99	Aerococcus urinaeequi	Aerococcus	urinaeequi
megan	nt	species	combined	0.99	Aerococcus viridans	Aerococcus	viridans
megan	nt	species	combined	0.99	Aeromicrobium choanae	Aeromicrobium	choanae
megan	nt	species	combined	0.99	Aeromicrobium erythreum	Aeromicrobium	erythreum
megan	nt	species	combined	0.99	Aeromonas aquatica	Aeromonas	aquatica
megan	nt	species	combined	0.99	Aeromonas hydrophila	Aeromonas	hydrophila
megan	nt	species	combined	0.99	Aeromonas media	Aeromonas	media
megan	nt	species	combined	0.99	Aeromonas salmonicida	Aeromonas	salmonicida
megan	nt	species	combined	0.99	Aeromonas veronii	Aeromonas	veronii
megan	nt	species	combined	0.99	Afipia sp. GAS231	Afipia	sp. GAS231
megan	nt	species	combined	0.99	Aggregatibacter phage S1249	Aggregatibacter	phage S1249
megan	nt	species	combined	0.99	Agrobacterium fabrum	Agrobacterium	fabrum
megan	nt	species	combined	0.99	Agrobacterium rhizogenes	Agrobacterium	rhizogenes
megan	nt	species	combined	0.99	Agrobacterium sp. H13-3	Agrobacterium	sp. H13-3
megan	nt	species	combined	0.99	Agrobacterium sp. RAC06	Agrobacterium	sp. RAC06
megan	nt	species	combined	0.99	Agrobacterium tumefaciens	Agrobacterium	tumefaciens
megan	nt	species	combined	0.99	Agrobacterium vitis	Agrobacterium	vitis
megan	nt	species	combined	0.99	Agrococcus carbonis	Agrococcus	carbonis
megan	nt	species	combined	0.99	Agrococcus jejuensis	Agrococcus	jejuensis
megan	nt	species	combined	0.99	Agromyces aureus	Agromyces	aureus
megan	nt	species	combined	0.99	Agromyces flavus	Agromyces	flavus
megan	nt	species	combined	0.99	Albugo laibachii	Albugo	laibachii
megan	nt	species	combined	0.99	Alcaligenes faecalis	Alcaligenes	faecalis
megan	nt	species	combined	0.99	Alcanivorax pacificus	Alcanivorax	pacificus
megan	nt	species	combined	0.99	Alicycliphilus denitrificans	Alicycliphilus	denitrificans
megan	nt	species	combined	0.99	Alicyclobacillus acidocaldarius	Alicyclobacillus	acidocaldarius
megan	nt	species	combined	0.99	Alkalilimnicola ehrlichii	Alkalilimnicola	ehrlichii
megan	nt	species	combined	0.99	Alkaliphilus metalliredigens	Alkaliphilus	metalliredigens
megan	nt	species	combined	0.99	Alloactinosynnema sp. L-07	Alloactinosynnema	sp. L-07
megan	nt	species	combined	0.99	Allochromatium vinosum	Allochromatium	vinosum
megan	nt	species	combined	0.99	Allokutzneria albata	Allokutzneria	albata
megan	nt	species	combined	0.99	Altererythrobacter atlanticus	Altererythrobacter	atlanticus
megan	nt	species	combined	0.99	Altererythrobacter dongtanensis	Altererythrobacter	dongtanensis
