KOrtholog	PC1	PC2
K00027	-0.0377036960329695	0.115615886460291
K00794	0.00325129020483896	0.106840244483214
K01507	0.0177822716489269	0.0982291435346884
K01610	-0.016398352480445	0.0995945340228375
K01759	-0.0237273296274297	0.0875222925934953
K02012	0.021097188916237	0.109535077907589
K03043	-0.0176151451210016	0.107995225073633
K03169	-0.0908637819333047	0.190185734217324
K03205	-0.208441073389348	0.0852384967861025
K03569	-0.0410669821149456	0.144859108824076
