Site,,,,,,,,,,,Sample,,,,,,,,,,,,,,,,Individual,,,,,,,,,,,,,,,,,,
"Site Id","Name","Locality","Province","Country","Latitude","Longitude","Files","Notes","Tags","Projects","Full Sample Id","Archaeological ID","Type Group","Type","Protocol","Worker","Creation Date","Experiment Date","Quantity","Location Room","Location","Files","Notes","Contact Person","Tags","Projects","Full Individual Id","Owner","Contact Person","Provenience","Worker","Creation Date","Organism","Archaeological ID","C14 Uncalibrated","C14 Uncalibrated Variation","C14 Calibrated From","C14 Calibrated To","C14 Info","C14 Id","Ethics","Files","Notes","Tags","Projects"
"EBO","Ebolwa","Mvila","South","Republic of Cameroon","2.9187410","11.1560970","0","","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","EBO018.A","HTB-2032","Calculus","16","MPI calculus field sampling protocol","James Fellows Yates","2017-04-10 10:42:05","2017-04-10 10:42:05","0","Other","Room Temp/7","3","Location: Christina Warinner's Office; Lingual; Possible glue - palaeobond/glyptal; Became fragile so stopped; but got some chunks; Old Sample Type: Calculus 16","James Fellows Yates","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","EBO018","Hamann-Todd Collection, Cleveland Museum of Natural History","Lyman Jellema","From C20th Hunting","James Fellows Yates","2017-04-10 09:30:51","Pan troglodytes (common chimpanzee)","HTB-2032","0","0","0","0","","","0","0","Male, Adult; ; Skull and mandible glued with - palaeobond or glyptal; ; From Early C20th, collected by  Carl A. Hamann and T. Wingate Todd from private collections and the taxidermy firm Gerrard & Sons of London; ; https://www.cmnh.org/phys-anthro/collection-database","Deep_Evolution,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO001.A","Enterramiento 3","Tooth","Permanent molar","","Marieke van de Loosdrecht","2016-11-29 14:19:23","","55.5","","","3","2 molars attached to mandible
Old Sample Type: Mandibulary Molar","Domingo C. Salazar-García","","","ECO001","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:13:42","Homo sapiens (modern human)","Enterramiento 3","8388","36","0","0","","","","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO001.B","Enterramiento 3","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:33:04","2017-12-12 18:33:04","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-From an incisor; -Buccal; -Supragingival; -DC sample code: ECB006","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO001","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:13:42","Homo sapiens (modern human)","Enterramiento 3","8388","36","0","0","","","","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002.A","Enterramiento 4","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:27:31","","71.1","","","3","2 teeth with mandible attached
Old Sample Type: Mandible fr.

Sampled upper canine (Vanessa)","Domingo C. Salazar-García","","","ECO002","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:23:14","Homo sapiens (modern human)","Enterramiento 4","8491","37","0","0","","","0","0","-Male, 30-40yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002.B","Enterramiento 4","Calculus","11","Custom","Domingo Carlos Salzar Garcia","2017-05-19 14:12:28","2017-05-19 14:12:28","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Buccal; -Supragingival; -DC sample code: ECB001","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:23:14","Homo sapiens (modern human)","Enterramiento 4","8491","37","0","0","","","0","0","-Male, 30-40yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002.C","Enterramiento 4","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-05-19 14:12:28","2017-05-19 14:12:28","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-From dental pieces 12; 13; 14; -Buccal; -Supragingival; -DC sample code: ECB003","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:23:14","Homo sapiens (modern human)","Enterramiento 4","8491","37","0","0","","","0","0","-Male, 30-40yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002.D","Enterramiento 4","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:24:50","2017-12-12 18:24:50","0","Other","","0","Location: Kahlaische Str./129.1 - James' Office; Other Info: -From dental pieces 23 and 24; -Buccal; -Supragingival; -DC sample code: ECB002","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:23:14","Homo sapiens (modern human)","Enterramiento 4","8491","37","0","0","","","0","0","-Male, 30-40yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002.E","Enterramiento 4","Calculus","26","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:24:50","2017-12-12 18:24:50","0","Other","","0","Location: Kahlaische Str./129.1 - James' Office; Other Info: -Buccal; -Supragingival; -DC sample code: ECB004","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO002","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:23:14","Homo sapiens (modern human)","Enterramiento 4","8491","37","0","0","","","0","0","-Male, 30-40yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO003.A","Enterramiento 5","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:33:37","","96.1","","","3","bottom right mandible with three molars attached
Old Sample Type: Mandibula Fragment

Sampled first lower molar (Vanessa)","Domingo C. Salazar-García","","","ECO003","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 5","7992","34","0","0","","","","0","-Female, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO003.B","Enterramiento 5","Calculus","36","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:34:03","2017-12-12 18:34:03","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Lingual; -Supragingival; -DC sample code: ECB007","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO003","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 5","7992","34","0","0","","","","0","-Female, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO003.C","Enterramiento 5","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:34:03","2017-12-12 18:34:03","0","Other","","0","Location: Unknown; Other Info: -From dental pieces 26 and 27; -Buccal; -Supragingival; -DC sample code: ECB008","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO003","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 5","7992","34","0","0","","","","0","-Female, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004.A","Enterramiento 6","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:39:07","","76.9","","","3","3 molars attached
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO004","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 6","8166","35","0","0","","","0","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004.B","Enterramiento 6","Calculus","26","Custom","Domingo Carlos Salzar Garcia","2017-07-10 09:24:43","2017-07-10 09:24:43","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Buccal; -Supragingival; -DC sample code: ECB009","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 6","8166","35","0","0","","","0","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004.C","Enterramiento 6","Calculus","13","Custom","Domingo Carlos Salzar Garcia","2017-07-10 09:24:43","2017-07-10 09:24:43","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Buccal; -Supragingival; -DC sample code: ECB010","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 6","8166","35","0","0","","","0","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO004.D","Enterramiento 6","Other","Other","MPI Coprolite DNA Extraction Protocol","Bryan Cordova","2017-12-14 16:44:37","2017-12-14 16:44:37","50.6","Ancient Lab/212a (Sample Prep 2)","","3","Sediment from the sacrum. Collado ent. 6 28353 (EVA2)","Domingo C. Salazar Garcia","","","ECO004","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 6","8166","35","0","0","","","0","0","-Male, 20-25yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO005.A","Enterramiento 7","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:44:37","","98.8","","","3","upper right mandible with 2 teeth, 2 premolars and 2 molars (infant)
Old Sample Type: Mandibula Fragment

Sampled first upper molar (Vanessa)","Domingo C. Salazar-García","","","ECO005","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 7","8319","35","0","0","","","","0","-Female, 30-35yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO005.B","Enterramiento 7","Tooth","Permanent molar","Standard Drilling (Tooth)","Vanessa Villalba","2017-11-16 13:07:10","2017-11-16 13:07:10","0","Ancient Lab/212a (Sample Prep 2)","","0","2nd upper molar with caries (drilled inside the caries by Vanessa)","Domingo C. Salazar-García","","","ECO005","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 7","8319","35","0","0","","","","0","-Female, 30-35yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO006.A","Enterramiento 8","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:50:43","","90.3","","","4","upper left mandible with 2 teeth, 2 pre-molars and 2 molars attached.
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO006","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 8","0","0","0","0","","","0","0","-Probably Male, 15-18yo;-Primary Inhumation;-Closest 14C dated remain is human bone from Enterramiento 9 (7801±38);- Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO006.B","Enterramiento 8","Calculus","44","Custom","Domingo Carlos Salzar Garcia","2017-07-10 09:27:38","2017-07-10 09:27:38","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Lingual; -Supragingival; -DC sample code: ECB012","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO006","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 8","0","0","0","0","","","0","0","-Probably Male, 15-18yo;-Primary Inhumation;-Closest 14C dated remain is human bone from Enterramiento 9 (7801±38);- Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO007.A","Enterramiento 11","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 14:56:40","","0","","","3","mandible with 3 molars and 1 premolar attached
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO007","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 11","7742","35","0","0","","","","0","-Male, 18-22yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO007.B","Enterramiento 11","Calculus","16","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:42:11","2017-12-12 18:42:11","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Buccal; -Supragingival; -DC sample code: ECB015","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO007","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 11","7742","35","0","0","","","","0","-Male, 18-22yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO008.A","Enterramiento 12","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 15:02:33","","72.8","","","4","Upper left mandible, with two molars and one premolar attached. Three teeth partly attached (only roots, crown is gone). Infant
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO008","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 12","7900","32","0","0","","","","0","-Male, 40-45yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO008.B","Enterramiento 12","Calculus","28","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:43:10","2017-12-12 18:43:10","0","Other","","0","Location: Kahlaische Str./129.1 - James' Office; Other Info: -Interdental; -Supragingival; -DC sample code: ECB016","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO008","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 12","7900","32","0","0","","","","0","-Male, 40-45yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO009.A","Enterramiento 13","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 15:10:29","","0","","","3","mandible with 2 molars attached
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO009","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 13","7976","33","0","0","","","","0","-Male, 18-22yo;-Primary Inhumation;Human remains repatriated to DCS Garcia 2018-11-08","",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO010.A","Enterramiento 14","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 15:15:59","","85.2","","","3","mandible with two molars attached
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO010","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 14","0","0","0","0","","","0","0","-Male, >40yo;-Primary Inhumation;-Closest 14C dated remain is human bone from Enterramiento 12 (7900±32);Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO010.B","Enterramiento 14","Calculus","38","Custom","Domingo Carlos Salzar Garcia","2017-05-19 14:12:53","2017-05-19 14:12:53","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-Interdental; -Supragingival; -DC sample code: ECB014","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO010","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 14","0","0","0","0","","","0","0","-Male, >40yo;-Primary Inhumation;-Closest 14C dated remain is human bone from Enterramiento 12 (7900±32);Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO010.C","Enterramiento 14","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-05-19 14:12:53","2017-05-19 14:12:53","0","Other","James' Office, 129.1","0","Location: Kahlaische Str./129.1 - James' Office;","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO010","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Enterramiento 14","0","0","0","0","","","0","0","-Male, >40yo;-Primary Inhumation;-Closest 14C dated remain is human bone from Enterramiento 12 (7900±32);Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO011.A","Individuo 15 (Enterramiento 12bis)","Bone","Mandibula","","Marieke van de Loosdrecht","2016-11-29 15:21:51","","52.1","","","5","upper right mandible with 1 molar, 2 premolar and 2 teeth attached. 1 partial molar (roots) attached. Infant
Old Sample Type: Mandibula Fragment","Domingo C. Salazar-García","","","ECO011","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Individuo 15 (Enterramiento 12bis)","0","0","0","0","","","","0","Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"ECO","El Collado","Oliva (València)","País Valencià","Spain","38.9201300","-0.1194970","0","Human remains repatriated to DCS Garcia 2018-11-08","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO011.B","Individuo 15 (Enterramiento 12bis)","Calculus","Tooth unspecified","Custom","Domingo Carlos Salzar Garcia","2017-12-12 18:38:17","2017-12-12 18:38:17","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","-From several molars; -From all around the pieces; -DC sample code: ECB011","Domingo C. Salazar García","Deep_Evolution,Iberian_Transect,James Fellows Yates,Oral_Microbiome","","ECO011","Museu de Prehistòria de València","Domingo C. Salazar García","Nivel II","Domingo Carlos Salzar Garcia","2016-11-29 14:24:09","Homo sapiens (modern human)","Individuo 15 (Enterramiento 12bis)","0","0","0","0","","","","0","Human remains repatriated to DCS Garcia 2018-11-08","Iberian_Transect,James Fellows Yates,Oral_Microbiome",""
"EMN","El Mirón","Ramales de la Victoria","Cantabria","Spain","43.2521650","-3.4260220","0","","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","EMN001.A","Red Lady","Calculus","25","Custom","James Fellows Yates","2017-04-13 15:11:00","2017-04-13 15:11:00","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","0","Lingual","Christina Warinner","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","EMN001","Universidad de Cantabria","Robert Power/Lawrence Guy Straus/Manolo Gonzalez Morales","Level 504, Square X7","James Fellows Yates","2017-04-13 15:10:34","Homo sapiens (modern human)","Red Lady","15","40","0","0","MAMS-14585","MAMS-14585","0","0","Female, Adult; Old Organism: Human","Deep_Evolution,James Fellows Yates,Oral_Microbiome",""
"ESA","Essaouira","","Marrakesh-Safi","Morocco","31.5121130","-9.7615330","0","Formerly known as Mogador","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","ESA001.A","v3480","Calculus","Tooth unspecified","MPI calculus field sampling protocol","James Fellows Yates","2017-07-03 16:49:58","2017-07-03 16:49:58","0","Ancient Lab/210a (Sample Collection)","Room Temp/7","8","12; 22; 25-28; 32; 34-38;","Christina Warinner","Deep_Evolution,James Fellows Yates,Oral_Microbiome","","ESA001","Die Anthropologische Rudolf-Virchow-Sammlung der Berliner Gesellschaft für Anthropologie, Ethnologie und Urgeschichte","Barbara Tessmann","","James Fellows Yates","2017-07-03 16:49:15","Homo sapiens (modern human)","v3480","0","0","0","0","","","1","1","adult; Old Organism: Human","Deep_Evolution,James Fellows Yates,Oral_Microbiome",""
