File,Count
File,Count
SRR061192_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,74599
CDC007.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,15679
ERR1883420_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,34780
SPM002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,2840
OME009.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,13312
TAF018.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,18167
MTM003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,79884
LOB001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,11264
KNP005.A0102_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,13249
PYK001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,11342
ESA004.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,11923
TAF016.B0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,1413
OAK005.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,23483
SRR060358_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,59456
DJA007.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,23620
PYK005.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,47657
SRR1930123_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,189063
LIB015.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,1961
ARS017.A0101.SG1.2_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,10738
ARS004.A0101.SG1.2_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,6440
OFN001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,19525
ERR1883421_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,34316
EXB022.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,1188
ElSidron2_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,106170
ARS013.A0101.SG1.2_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,6821
ERR1883436_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,37469
SRR1761677_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,94030
ERR1883430_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,36568
SRR513165_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,33343
ECO002.B0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,33066
MTM011.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,10149
EXB033.A0801_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,812
SRR1631064_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,35710
LIS001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,18500
SRR1761697_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,67575
JAE013.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,114528
EXB015.A2401_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,99
ARS010.A0101.SG1.2_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,5460
SpyNew_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,8993
SRR514239_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,38425
ABM007.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,16574
EXB023.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,1553
MTM009.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,8256
MTS002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,14449
VLC008.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,57773
LIB014.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,608
PES001.B0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,20564
GOY006.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,6263
CDC009.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,15621
OAK003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,32055
SRR1761688_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,73956
BIT001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,25983
SRR1761718_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,130454
EXB015.A2201_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,134
CDC005.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,5809
LIB017.A0102_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,36
GDC004.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,57316
VLC005.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,94412
OAK001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,6871
VLC003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,59260
SRR059425_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,61888
GDC005.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,15916
JAE012.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,178990
ZAF001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,6729
TAF008.B0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,11781
SRR514202_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,38380
VLC010.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,29957
KNP003.A0102_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,13391
FUM002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,23331
ESA008.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,14247
MTM006.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,12502
KNP006.A0102_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,14390
SRR1804664_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,53352
EXB033.A0401_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,627
LIB007.A0120_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,93
LIS003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,18229
ECO004.B0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,24886
SRR1761682_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,75064
JAE009.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,132114
ERR1883422_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,163826
SRR513828_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,107700
LIB025.A0701_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,332
LIB007.A0124_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,263
MTK001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,17467
LIB009.A0102_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,92
SRR1930141_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,168960
IBA002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,42292
LIB012.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,27
SRR514329_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,83857
SRR061294_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,30329
VLC004.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,77666
DLV001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,1842
SRR1631060_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,31469
EBO001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,27341
IBA001.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,42842
MTM002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,7190
EBO003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,26973
LIS002.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,15812
SRR512767_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,124541
OME003.A0101_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,29329
SRR062083_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,85994
ERR1883438_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,27240
LIB025.A0301_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,498
EXB033.A1401_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,201
LIB007.A0118_S0_L000_R1_000.fastq.merged.prefixed.16smapped.stats,44
