Genus	Sum	Percent	Protein	Host_Genus
Fournierella	3	0.0688073394495413	pc1n5nomod	Gorilla
Glaesserella	2	0.0458715596330275	pc1n5nomod	Gorilla
Haemophilus	19	0.435779816513762	pc1n5nomod	Gorilla
Klebsiella	23	0.527522935779817	pc1n5nomod	Gorilla
Kosakonia	2	0.0458715596330275	pc1n5nomod	Gorilla
Lachnospiraceae	5	0.114678899082569	pc1n5nomod	Gorilla
Lacimicrobium	4	0.0917431192660551	pc1n5nomod	Gorilla
Lautropia	6	0.137614678899083	pc1n5nomod	Gorilla
Leclercia	6	0.137614678899083	pc1n5nomod	Gorilla
Lelliottia	7	0.160550458715596	pc1n5nomod	Gorilla
Mannheimia	23	0.527522935779817	pc1n5nomod	Gorilla
Megasphaera	1	0.0229357798165138	pc1n5nomod	Gorilla
Methylorubrum	1	0.0229357798165138	pc1n5nomod	Gorilla
Mordavella	1	0.0229357798165138	pc1n5nomod	Gorilla
Necropsobacter	21	0.481651376146789	pc1n5nomod	Gorilla
Neglecta	1	0.0229357798165138	pc1n5nomod	Gorilla
Olsenella	3	0.0688073394495413	pc1n5nomod	Gorilla
Oxalobacter	2	0.0458715596330275	pc1n5nomod	Gorilla
Pantoea	8	0.18348623853211	pc1n5nomod	Gorilla
Pasteurella	4	0.0917431192660551	pc1n5nomod	Gorilla
Pasteurellaceae	1	0.0229357798165138	pc1n5nomod	Gorilla
Photobacterium	1	0.0229357798165138	pc1n5nomod	Gorilla
Phytobacter	4	0.0917431192660551	pc1n5nomod	Gorilla
Pluralibacter	1	0.0229357798165138	pc1n5nomod	Gorilla
Raoultella	1	0.0229357798165138	pc1n5nomod	Gorilla
Rodentibacter	7	0.160550458715596	pc1n5nomod	Gorilla
Ruminococcaceae	1	0.0229357798165138	pc1n5nomod	Gorilla
Salmonella	6	0.137614678899083	pc1n5nomod	Gorilla
Schaalia	1	0.0229357798165138	pc1n5nomod	Gorilla
Serratia	8	0.18348623853211	pc1n5nomod	Gorilla
Shigella	1	0.0229357798165138	pc1n5nomod	Gorilla
Streptococcus	1496	34.3119266055046	pc1n5nomod	Gorilla
Synechococcus	2	0.0458715596330275	pc1n5nomod	Gorilla
Treponema	3	0.0688073394495413	pc1n5nomod	Gorilla
Xenorhabdus	1	0.0229357798165138	pc1n5nomod	Gorilla
Yokenella	2	0.0458715596330275	pc1n5nomod	Gorilla
Total	4360	100	pc1n5nomod	Gorilla
[Mannheimia]	33	0.225810866292596	pc1n5nomod	Alouatta
Actinobacillus	6	0.0410565211441084	pc1n5nomod	Alouatta
Actinobaculum	2	0.0136855070480361	pc1n5nomod	Alouatta
Actinomyces	1	0.00684275352401807	pc1n5nomod	Alouatta
Aggregatibacter	1743	11.9269193923635	pc1n5nomod	Alouatta
Anaerococcus	1	0.00684275352401807	pc1n5nomod	Alouatta
Bibersteinia	1	0.00684275352401807	pc1n5nomod	Alouatta
Brenneria	1	0.00684275352401807	pc1n5nomod	Alouatta
Clostridium	2	0.0136855070480361	pc1n5nomod	Alouatta
Colwellia	1	0.00684275352401807	pc1n5nomod	Alouatta
Cronobacter	1	0.00684275352401807	pc1n5nomod	Alouatta
Dickeya	5	0.0342137676200903	pc1n5nomod	Alouatta
Enterobacter	3	0.0205282605720542	pc1n5nomod	Alouatta
Enterobacteriaceae	1	0.00684275352401807	pc1n5nomod	Alouatta
Erwinia	2	0.0136855070480361	pc1n5nomod	Alouatta
Eubacterium	1	0.00684275352401807	pc1n5nomod	Alouatta
Fournierella	1	0.00684275352401807	pc1n5nomod	Alouatta
Fusobacterium	1	0.00684275352401807	pc1n5nomod	Alouatta
Glaesserella	3	0.0205282605720542	pc1n5nomod	Alouatta
Granulicatella	1	0.00684275352401807	pc1n5nomod	Alouatta
Haemophilus	38	0.260024633912686	pc1n5nomod	Alouatta
Hungatella	3	0.0205282605720542	pc1n5nomod	Alouatta
Klebsiella	1	0.00684275352401807	pc1n5nomod	Alouatta
Lachnoclostridium	2	0.0136855070480361	pc1n5nomod	Alouatta
Lachnospiraceae	4	0.0273710140960723	pc1n5nomod	Alouatta
Lelliottia	1	0.00684275352401807	pc1n5nomod	Alouatta
Mannheimia	5	0.0342137676200903	pc1n5nomod	Alouatta
Mixta	1	0.00684275352401807	pc1n5nomod	Alouatta
Necropsobacter	6	0.0410565211441084	pc1n5nomod	Alouatta
Pantoea	1	0.00684275352401807	pc1n5nomod	Alouatta
Pasteurella	7	0.0478992746681265	pc1n5nomod	Alouatta
Salmonella	1	0.00684275352401807	pc1n5nomod	Alouatta
Serratia	5	0.0342137676200903	pc1n5nomod	Alouatta
Sodalis	1	0.00684275352401807	pc1n5nomod	Alouatta
Sphingobium	1	0.00684275352401807	pc1n5nomod	Alouatta
Streptococcus	12723	87.0603530860818	pc1n5nomod	Alouatta
Yersinia	4	0.0273710140960723	pc1n5nomod	Alouatta
Total	14614	100	pc1n5nomod	Alouatta
Acinetobacter	10	0.729394602479942	pc1n6nomod	Homo
Actinobacillus	1	0.0729394602479942	pc1n6nomod	Homo
Advenella	1	0.0729394602479942	pc1n6nomod	Homo
Aeromonas	2	0.145878920495988	pc1n6nomod	Homo
Anaerococcus	6	0.437636761487965	pc1n6nomod	Homo
Anaeromyxobacter	1	0.0729394602479942	pc1n6nomod	Homo
Ancylobacter	1	0.0729394602479942	pc1n6nomod	Homo
Aquaspirillum	1	0.0729394602479942	pc1n6nomod	Homo
Aromatoleum	1	0.0729394602479942	pc1n6nomod	Homo
Azorhizobium	2	0.145878920495988	pc1n6nomod	Homo
Bacillus	1	0.0729394602479942	pc1n6nomod	Homo
Blastochloris	1	0.0729394602479942	pc1n6nomod	Homo
Blastopirellula	1	0.0729394602479942	pc1n6nomod	Homo
Bordetella	2	0.145878920495988	pc1n6nomod	Homo
Bradyrhizobium	1	0.0729394602479942	pc1n6nomod	Homo
Brevundimonas	2	0.145878920495988	pc1n6nomod	Homo
Candidatus	1	0.0729394602479942	pc1n6nomod	Homo
Caulobacter	2	0.145878920495988	pc1n6nomod	Homo
Chitiniphilus	1	0.0729394602479942	pc1n6nomod	Homo
Chromohalobacter	1	0.0729394602479942	pc1n6nomod	Homo
Comamonas	4	0.291757840991977	pc1n6nomod	Homo
Cupriavidus	1	0.0729394602479942	pc1n6nomod	Homo
Dechloromonas	2	0.145878920495988	pc1n6nomod	Homo
Dickeya	6	0.437636761487965	pc1n6nomod	Homo
Ensifer	1	0.0729394602479942	pc1n6nomod	Homo
Erwinia	1	0.0729394602479942	pc1n6nomod	Homo
Escherichia	2	0.145878920495988	pc1n6nomod	Homo
Hyphomicrobium	2	0.145878920495988	pc1n6nomod	Homo
Lautropia	1230	89.7155361050328	pc1n6nomod	Homo
Leptothrix	3	0.218818380743982	pc1n6nomod	Homo
Marinobacter	2	0.145878920495988	pc1n6nomod	Homo
Martelella	1	0.0729394602479942	pc1n6nomod	Homo
Massilia	4	0.291757840991977	pc1n6nomod	Homo
Mesorhizobium	2	0.145878920495988	pc1n6nomod	Homo
Methylobacterium	3	0.218818380743982	pc1n6nomod	Homo
Methylorubrum	1	0.0729394602479942	pc1n6nomod	Homo
Methylotenera	3	0.218818380743982	pc1n6nomod	Homo
Neisseria	15	1.09409190371991	pc1n6nomod	Homo
Neomegalonema	1	0.0729394602479942	pc1n6nomod	Homo
Nitrobacter	5	0.364697301239971	pc1n6nomod	Homo
Nitrococcus	1	0.0729394602479942	pc1n6nomod	Homo
Novosphingobium	1	0.0729394602479942	pc1n6nomod	Homo
Oceanimonas	1	0.0729394602479942	pc1n6nomod	Homo
Oligotropha	3	0.218818380743982	pc1n6nomod	Homo
Paraburkholderia	3	0.218818380743982	pc1n6nomod	Homo
Paracoccus	4	0.291757840991977	pc1n6nomod	Homo
Pectobacterium	1	0.0729394602479942	pc1n6nomod	Homo
Polaromonas	3	0.218818380743982	pc1n6nomod	Homo
Pseudomonas	3	0.218818380743982	pc1n6nomod	Homo
Ramlibacter	2	0.145878920495988	pc1n6nomod	Homo
Rheinheimera	1	0.0729394602479942	pc1n6nomod	Homo
Rhizobium	2	0.145878920495988	pc1n6nomod	Homo
Rhodobacter	2	0.145878920495988	pc1n6nomod	Homo
Rhodomicrobium	2	0.145878920495988	pc1n6nomod	Homo
Rubritalea	2	0.145878920495988	pc1n6nomod	Homo
Ruegeria	1	0.0729394602479942	pc1n6nomod	Homo
Salinimonas	1	0.0729394602479942	pc1n6nomod	Homo
Serratia	1	0.0729394602479942	pc1n6nomod	Homo
Shewanella	3	0.218818380743982	pc1n6nomod	Homo
Sphingobium	1	0.0729394602479942	pc1n6nomod	Homo
Thermus	1	0.0729394602479942	pc1n6nomod	Homo
Thioalkalivibrio	1	0.0729394602479942	pc1n6nomod	Homo
Vitreoscilla	1	0.0729394602479942	pc1n6nomod	Homo
Xanthomonas	1	0.0729394602479942	pc1n6nomod	Homo
Xylella	1	0.0729394602479942	pc1n6nomod	Homo
Total	1371	100	pc1n6nomod	Homo
Acidovorax	5	2.39234449760766	pc1n6nomod	Pan
Acinetobacter	13	6.2200956937799	pc1n6nomod	Pan
Actinomyces	1	0.478468899521531	pc1n6nomod	Pan
Alicycliphilus	1	0.478468899521531	pc1n6nomod	Pan
Aminobacter	2	0.956937799043062	pc1n6nomod	Pan
Aureimonas	2	0.956937799043062	pc1n6nomod	Pan
Belnapia	1	0.478468899521531	pc1n6nomod	Pan
Bordetella	1	0.478468899521531	pc1n6nomod	Pan
Brachymonas	9	4.30622009569378	pc1n6nomod	Pan
Bradyrhizobium	3	1.43540669856459	pc1n6nomod	Pan
Burkholderiales	2	0.956937799043062	pc1n6nomod	Pan
Cardiobacterium	1	0.478468899521531	pc1n6nomod	Pan
Comamonas	1	0.478468899521531	pc1n6nomod	Pan
Devosia	1	0.478468899521531	pc1n6nomod	Pan
Duganella	1	0.478468899521531	pc1n6nomod	Pan
Ensifer	1	0.478468899521531	pc1n6nomod	Pan
Enterobacter	8	3.82775119617225	pc1n6nomod	Pan
Escherichia	2	0.956937799043062	pc1n6nomod	Pan
Lautropia	1	0.478468899521531	pc1n6nomod	Pan
Lelliottia	1	0.478468899521531	pc1n6nomod	Pan
Lysinibacillus	8	3.82775119617225	pc1n6nomod	Pan
Lysobacter	2	0.956937799043062	pc1n6nomod	Pan
Massilia	2	0.956937799043062	pc1n6nomod	Pan
Melaminivora	11	5.26315789473684	pc1n6nomod	Pan
Mesorhizobium	2	0.956937799043062	pc1n6nomod	Pan
Methylobacterium	5	2.39234449760766	pc1n6nomod	Pan
Methylorubrum	1	0.478468899521531	pc1n6nomod	Pan
Morganella	1	0.478468899521531	pc1n6nomod	Pan
Neisseria	9	4.30622009569378	pc1n6nomod	Pan
Neorhizobium	3	1.43540669856459	pc1n6nomod	Pan
Nitratireductor	1	0.478468899521531	pc1n6nomod	Pan
Nitrobacter	6	2.87081339712919	pc1n6nomod	Pan
Nitrosococcus	1	0.478468899521531	pc1n6nomod	Pan
Novosphingobium	1	0.478468899521531	pc1n6nomod	Pan
Oligotropha	1	0.478468899521531	pc1n6nomod	Pan
Ottowia	22	10.5263157894737	pc1n6nomod	Pan
Paraburkholderia	2	0.956937799043062	pc1n6nomod	Pan
Paracoccus	16	7.6555023923445	pc1n6nomod	Pan
Phyllobacterium	1	0.478468899521531	pc1n6nomod	Pan
Phytobacter	4	1.91387559808612	pc1n6nomod	Pan
Providencia	1	0.478468899521531	pc1n6nomod	Pan
Pseudogulbenkiania	1	0.478468899521531	pc1n6nomod	Pan
Pseudomonas	20	9.56937799043062	pc1n6nomod	Pan
Pseudooceanicola	1	0.478468899521531	pc1n6nomod	Pan
Rahnella	1	0.478468899521531	pc1n6nomod	Pan
Ramlibacter	2	0.956937799043062	pc1n6nomod	Pan
Rhizobium	3	1.43540669856459	pc1n6nomod	Pan
Rhodobacter	4	1.91387559808612	pc1n6nomod	Pan
Rhodoferax	1	0.478468899521531	pc1n6nomod	Pan
Rhodopseudomonas	1	0.478468899521531	pc1n6nomod	Pan
Rhodovulum	1	0.478468899521531	pc1n6nomod	Pan
Saccharibacillus	1	0.478468899521531	pc1n6nomod	Pan
Serpentinomonas	1	0.478468899521531	pc1n6nomod	Pan
Sinorhizobium	2	0.956937799043062	pc1n6nomod	Pan
Sphingomonas	4	1.91387559808612	pc1n6nomod	Pan
Sphingopyxis	2	0.956937799043062	pc1n6nomod	Pan
Staphylococcus	3	1.43540669856459	pc1n6nomod	Pan
Variovorax	2	0.956937799043062	pc1n6nomod	Pan
Wenxinia	1	0.478468899521531	pc1n6nomod	Pan
Xenophilus	1	0.478468899521531	pc1n6nomod	Pan
Total	209	100	pc1n6nomod	Pan
[Enterobacter]	5	0.132766861391397	pc1n6nomod	Gorilla
[Mannheimia]	95	2.52257036643654	pc1n6nomod	Gorilla
Achromobacter	7	0.185873605947955	pc1n6nomod	Gorilla
Acidiferrobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Acidiphilium	1	0.0265533722782793	pc1n6nomod	Gorilla
Acidovorax	17	0.451407328730749	pc1n6nomod	Gorilla
Acinetobacter	356	9.45300053106745	pc1n6nomod	Gorilla
Actinobacillus	49	1.30111524163569	pc1n6nomod	Gorilla
Aeromonas	30	0.79660116834838	pc1n6nomod	Gorilla
Afipia	1	0.0265533722782793	pc1n6nomod	Gorilla
Aggregatibacter	63	1.6728624535316	pc1n6nomod	Gorilla
Agrobacterium	2	0.0531067445565587	pc1n6nomod	Gorilla
Alicycliphilus	1	0.0265533722782793	pc1n6nomod	Gorilla
Altererythrobacter	6	0.159320233669676	pc1n6nomod	Gorilla
Alteromonas	2	0.0531067445565587	pc1n6nomod	Gorilla
Anoxybacillus	10	0.265533722782793	pc1n6nomod	Gorilla
Azoarcus	1	0.0265533722782793	pc1n6nomod	Gorilla
Azospira	2	0.0531067445565587	pc1n6nomod	Gorilla
Azotobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Bacillus	6	0.159320233669676	pc1n6nomod	Gorilla
Beijerinckia	1	0.0265533722782793	pc1n6nomod	Gorilla
Bordetella	3	0.079660116834838	pc1n6nomod	Gorilla
Brachymonas	13	0.345193839617631	pc1n6nomod	Gorilla
Bradyrhizobium	2	0.0531067445565587	pc1n6nomod	Gorilla
Brenneria	3	0.079660116834838	pc1n6nomod	Gorilla
Brevundimonas	1	0.0265533722782793	pc1n6nomod	Gorilla
Brucella	1	0.0265533722782793	pc1n6nomod	Gorilla
Burkholderia	3	0.079660116834838	pc1n6nomod	Gorilla
Burkholderiales	3	0.079660116834838	pc1n6nomod	Gorilla
Candidatus	1	0.0265533722782793	pc1n6nomod	Gorilla
Cardiobacterium	10	0.265533722782793	pc1n6nomod	Gorilla
Caulobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Cedecea	2	0.0531067445565587	pc1n6nomod	Gorilla
Chania	3	0.079660116834838	pc1n6nomod	Gorilla
Chitiniphilus	1	0.0265533722782793	pc1n6nomod	Gorilla
Citrobacter	19	0.504514073287307	pc1n6nomod	Gorilla
Comamonas	35	0.929368029739777	pc1n6nomod	Gorilla
Croceicoccus	1	0.0265533722782793	pc1n6nomod	Gorilla
Cronobacter	4	0.106213489113117	pc1n6nomod	Gorilla
Cupriavidus	2	0.0531067445565587	pc1n6nomod	Gorilla
Curvibacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Delftia	2	0.0531067445565587	pc1n6nomod	Gorilla
Devosia	3	0.079660116834838	pc1n6nomod	Gorilla
Dickeya	27	0.716941051513542	pc1n6nomod	Gorilla
Duganella	2	0.0531067445565587	pc1n6nomod	Gorilla
Enterobacter	15	0.39830058417419	pc1n6nomod	Gorilla
Enterobacteriaceae	1	0.0265533722782793	pc1n6nomod	Gorilla
Erwinia	3	0.079660116834838	pc1n6nomod	Gorilla
Erythrobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Escherichia	57	1.51354221986192	pc1n6nomod	Gorilla
Ferrimonas	12	0.318640467339352	pc1n6nomod	Gorilla
Franconibacter	3	0.079660116834838	pc1n6nomod	Gorilla
gamma	1	0.0265533722782793	pc1n6nomod	Gorilla
Grimontia	2	0.0531067445565587	pc1n6nomod	Gorilla
Haemophilus	79	2.09771640998407	pc1n6nomod	Gorilla
Halobacillus	1	0.0265533722782793	pc1n6nomod	Gorilla
Halomonas	13	0.345193839617631	pc1n6nomod	Gorilla
Herbaspirillum	1	0.0265533722782793	pc1n6nomod	Gorilla
Hydrogenophaga	2	0.0531067445565587	pc1n6nomod	Gorilla
Immundisolibacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Janthinobacterium	3	0.079660116834838	pc1n6nomod	Gorilla
Klebsiella	37	0.982474774296336	pc1n6nomod	Gorilla
Kurthia	3	0.079660116834838	pc1n6nomod	Gorilla
Lautropia	869	23.0748805098247	pc1n6nomod	Gorilla
Lelliottia	12	0.318640467339352	pc1n6nomod	Gorilla
Luteitalea	1	0.0265533722782793	pc1n6nomod	Gorilla
Lysinibacillus	20	0.531067445565587	pc1n6nomod	Gorilla
Lysobacter	5	0.132766861391397	pc1n6nomod	Gorilla
Mannheimia	9	0.238980350504514	pc1n6nomod	Gorilla
Marinovum	1	0.0265533722782793	pc1n6nomod	Gorilla
Massilia	2	0.0531067445565587	pc1n6nomod	Gorilla
Melaminivora	4	0.106213489113117	pc1n6nomod	Gorilla
Mesorhizobium	4	0.106213489113117	pc1n6nomod	Gorilla
Metakosakonia	1	0.0265533722782793	pc1n6nomod	Gorilla
Methylobacterium	3	0.079660116834838	pc1n6nomod	Gorilla
Methylocystis	1	0.0265533722782793	pc1n6nomod	Gorilla
Methyloversatilis	2	0.0531067445565587	pc1n6nomod	Gorilla
Moraxella	4	0.106213489113117	pc1n6nomod	Gorilla
Morganella	6	0.159320233669676	pc1n6nomod	Gorilla
Mycolicibacterium	2	0.0531067445565587	pc1n6nomod	Gorilla
Necropsobacter	8	0.212426978226235	pc1n6nomod	Gorilla
Neisseria	931	24.7211895910781	pc1n6nomod	Gorilla
Nitrobacter	2	0.0531067445565587	pc1n6nomod	Gorilla
Nitrosomonas	9	0.238980350504514	pc1n6nomod	Gorilla
Novosphingobium	6	0.159320233669676	pc1n6nomod	Gorilla
Obesumbacterium	1	0.0265533722782793	pc1n6nomod	Gorilla
Oceanimonas	9	0.238980350504514	pc1n6nomod	Gorilla
Oceanisphaera	4	0.106213489113117	pc1n6nomod	Gorilla
Ochrobactrum	17	0.451407328730749	pc1n6nomod	Gorilla
Oleiagrimonas	1	0.0265533722782793	pc1n6nomod	Gorilla
Oligella	4	0.106213489113117	pc1n6nomod	Gorilla
Oligotropha	6	0.159320233669676	pc1n6nomod	Gorilla
Ottowia	10	0.265533722782793	pc1n6nomod	Gorilla
Paenibacillus	1	0.0265533722782793	pc1n6nomod	Gorilla
Pannonibacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Pantoea	10	0.265533722782793	pc1n6nomod	Gorilla
Paraburkholderia	1	0.0265533722782793	pc1n6nomod	Gorilla
Paraliobacillus	1	0.0265533722782793	pc1n6nomod	Gorilla
Pararhodospirillum	1	0.0265533722782793	pc1n6nomod	Gorilla
Patulibacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Pectobacterium	8	0.212426978226235	pc1n6nomod	Gorilla
Photobacterium	3	0.079660116834838	pc1n6nomod	Gorilla
Phytobacter	3	0.079660116834838	pc1n6nomod	Gorilla
Pluralibacter	3	0.079660116834838	pc1n6nomod	Gorilla
Polaromonas	3	0.079660116834838	pc1n6nomod	Gorilla
Proteus	4	0.106213489113117	pc1n6nomod	Gorilla
Providencia	234	6.21348911311737	pc1n6nomod	Gorilla
Pseudomonas	263	6.98353690918747	pc1n6nomod	Gorilla
Pseudoxanthomonas	15	0.39830058417419	pc1n6nomod	Gorilla
Psychromonas	2	0.0531067445565587	pc1n6nomod	Gorilla
Reyranella	1	0.0265533722782793	pc1n6nomod	Gorilla
Rheinheimera	7	0.185873605947955	pc1n6nomod	Gorilla
Rhizobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Rhizobium	4	0.106213489113117	pc1n6nomod	Gorilla
Rhodoferax	1	0.0265533722782793	pc1n6nomod	Gorilla
Rhodopseudomonas	5	0.132766861391397	pc1n6nomod	Gorilla
Robiginitomaculum	1	0.0265533722782793	pc1n6nomod	Gorilla
Rubrivivax	2	0.0531067445565587	pc1n6nomod	Gorilla
Saccharibacillus	1	0.0265533722782793	pc1n6nomod	Gorilla
Saccharophagus	1	0.0265533722782793	pc1n6nomod	Gorilla
Salmonella	8	0.212426978226235	pc1n6nomod	Gorilla
Serratia	14	0.371747211895911	pc1n6nomod	Gorilla
Shewanella	20	0.531067445565587	pc1n6nomod	Gorilla
Sinorhizobium	1	0.0265533722782793	pc1n6nomod	Gorilla
Solimonas	1	0.0265533722782793	pc1n6nomod	Gorilla
Sorangium	1	0.0265533722782793	pc1n6nomod	Gorilla
Sphingobium	5	0.132766861391397	pc1n6nomod	Gorilla
Sphingomonas	6	0.159320233669676	pc1n6nomod	Gorilla
Sphingopyxis	3	0.079660116834838	pc1n6nomod	Gorilla
Staphylococcus	45	1.19490175252257	pc1n6nomod	Gorilla
Stenotrophomonas	61	1.61975570897504	pc1n6nomod	Gorilla
Variovorax	6	0.159320233669676	pc1n6nomod	Gorilla
Verminephrobacter	1	0.0265533722782793	pc1n6nomod	Gorilla
Vibrio	4	0.106213489113117	pc1n6nomod	Gorilla
Vogesella	2	0.0531067445565587	pc1n6nomod	Gorilla
Wenxinia	1	0.0265533722782793	pc1n6nomod	Gorilla
Xanthomonas	8	0.212426978226235	pc1n6nomod	Gorilla
Xenophilus	1	0.0265533722782793	pc1n6nomod	Gorilla
Xenorhabdus	1	0.0265533722782793	pc1n6nomod	Gorilla
Yersinia	3	0.079660116834838	pc1n6nomod	Gorilla
Yokenella	1	0.0265533722782793	pc1n6nomod	Gorilla
Zobellella	6	0.159320233669676	pc1n6nomod	Gorilla
Total	3766	100	pc1n6nomod	Gorilla
[Mannheimia]	14	2.40137221269297	pc1n6nomod	Alouatta
[Polyangium]	1	0.171526586620926	pc1n6nomod	Alouatta
Acidovorax	6	1.02915951972556	pc1n6nomod	Alouatta
Acinetobacter	1	0.171526586620926	pc1n6nomod	Alouatta
Actinobacillus	4	0.686106346483705	pc1n6nomod	Alouatta
Aeromonas	2	0.343053173241852	pc1n6nomod	Alouatta
Aggregatibacter	13	2.22984562607204	pc1n6nomod	Alouatta
Aminobacter	1	0.171526586620926	pc1n6nomod	Alouatta
Anaerococcus	1	0.171526586620926	pc1n6nomod	Alouatta
Azonexus	1	0.171526586620926	pc1n6nomod	Alouatta
Azospirillum	3	0.514579759862779	pc1n6nomod	Alouatta
Bradyrhizobium	2	0.343053173241852	pc1n6nomod	Alouatta
Brenneria	1	0.171526586620926	pc1n6nomod	Alouatta
Brevundimonas	2	0.343053173241852	pc1n6nomod	Alouatta
Burkholderiales	1	0.171526586620926	pc1n6nomod	Alouatta
Cardiobacterium	58	9.94854202401372	pc1n6nomod	Alouatta
Castellaniella	1	0.171526586620926	pc1n6nomod	Alouatta
Caulobacter	1	0.171526586620926	pc1n6nomod	Alouatta
Chania	1	0.171526586620926	pc1n6nomod	Alouatta
Chelatococcus	1	0.171526586620926	pc1n6nomod	Alouatta
Citrobacter	3	0.514579759862779	pc1n6nomod	Alouatta
Collimonas	1	0.171526586620926	pc1n6nomod	Alouatta
Comamonas	5	0.857632933104631	pc1n6nomod	Alouatta
Cronobacter	1	0.171526586620926	pc1n6nomod	Alouatta
Cupriavidus	1	0.171526586620926	pc1n6nomod	Alouatta
Curvibacter	1	0.171526586620926	pc1n6nomod	Alouatta
Devosia	2	0.343053173241852	pc1n6nomod	Alouatta
Dickeya	4	0.686106346483705	pc1n6nomod	Alouatta
Elizabethkingia	2	0.343053173241852	pc1n6nomod	Alouatta
Ensifer	2	0.343053173241852	pc1n6nomod	Alouatta
Enterobacter	6	1.02915951972556	pc1n6nomod	Alouatta
Enterobacteriaceae	3	0.514579759862779	pc1n6nomod	Alouatta
Erwinia	2	0.343053173241852	pc1n6nomod	Alouatta
Escherichia	1	0.171526586620926	pc1n6nomod	Alouatta
Gemmata	1	0.171526586620926	pc1n6nomod	Alouatta
Haemophilus	12	2.05831903945112	pc1n6nomod	Alouatta
Hartmannibacter	1	0.171526586620926	pc1n6nomod	Alouatta
Hydrogenophaga	1	0.171526586620926	pc1n6nomod	Alouatta
Janthinobacterium	2	0.343053173241852	pc1n6nomod	Alouatta
Klebsiella	2	0.343053173241852	pc1n6nomod	Alouatta
Lautropia	48	8.23327615780446	pc1n6nomod	Alouatta
Leptothrix	2	0.343053173241852	pc1n6nomod	Alouatta
Lysobacter	1	0.171526586620926	pc1n6nomod	Alouatta
Marinobacter	3	0.514579759862779	pc1n6nomod	Alouatta
Massilia	3	0.514579759862779	pc1n6nomod	Alouatta
Mesorhizobium	1	0.171526586620926	pc1n6nomod	Alouatta
Methylibium	1	0.171526586620926	pc1n6nomod	Alouatta
Methylotenera	1	0.171526586620926	pc1n6nomod	Alouatta
Mitsuaria	1	0.171526586620926	pc1n6nomod	Alouatta
Necropsobacter	2	0.343053173241852	pc1n6nomod	Alouatta
Neisseria	248	42.5385934819897	pc1n6nomod	Alouatta
Neorhizobium	2	0.343053173241852	pc1n6nomod	Alouatta
Nitrosomonas	4	0.686106346483705	pc1n6nomod	Alouatta
Novosphingobium	2	0.343053173241852	pc1n6nomod	Alouatta
Oceanimonas	1	0.171526586620926	pc1n6nomod	Alouatta
Oceanisphaera	1	0.171526586620926	pc1n6nomod	Alouatta
Ochrobactrum	2	0.343053173241852	pc1n6nomod	Alouatta
Oligella	1	0.171526586620926	pc1n6nomod	Alouatta
Ottowia	27	4.63121783876501	pc1n6nomod	Alouatta
Paenibacillus	1	0.171526586620926	pc1n6nomod	Alouatta
Pandoraea	1	0.171526586620926	pc1n6nomod	Alouatta
Pannonibacter	2	0.343053173241852	pc1n6nomod	Alouatta
Pantoea	2	0.343053173241852	pc1n6nomod	Alouatta
Paraburkholderia	1	0.171526586620926	pc1n6nomod	Alouatta
Paracoccus	1	0.171526586620926	pc1n6nomod	Alouatta
Patulibacter	1	0.171526586620926	pc1n6nomod	Alouatta
Pectobacterium	3	0.514579759862779	pc1n6nomod	Alouatta
Phyllobacterium	1	0.171526586620926	pc1n6nomod	Alouatta
Polaromonas	3	0.514579759862779	pc1n6nomod	Alouatta
Pseudolabrys	1	0.171526586620926	pc1n6nomod	Alouatta
Pseudomonas	12	2.05831903945112	pc1n6nomod	Alouatta
Pseudoxanthomonas	2	0.343053173241852	pc1n6nomod	Alouatta
Pusillimonas	3	0.514579759862779	pc1n6nomod	Alouatta
Ramlibacter	1	0.171526586620926	pc1n6nomod	Alouatta
Raoultella	2	0.343053173241852	pc1n6nomod	Alouatta
Rhizobacter	4	0.686106346483705	pc1n6nomod	Alouatta
Rhizobium	1	0.171526586620926	pc1n6nomod	Alouatta
Salmonella	1	0.171526586620926	pc1n6nomod	Alouatta
Serratia	4	0.686106346483705	pc1n6nomod	Alouatta
Shinella	1	0.171526586620926	pc1n6nomod	Alouatta
Sodalis	3	0.514579759862779	pc1n6nomod	Alouatta
Solimonas	1	0.171526586620926	pc1n6nomod	Alouatta
Sphingopyxis	1	0.171526586620926	pc1n6nomod	Alouatta
Staphylococcus	2	0.343053173241852	pc1n6nomod	Alouatta
Variibacter	1	0.171526586620926	pc1n6nomod	Alouatta
Variovorax	1	0.171526586620926	pc1n6nomod	Alouatta
Vibrio	1	0.171526586620926	pc1n6nomod	Alouatta
Xanthomonas	3	0.514579759862779	pc1n6nomod	Alouatta
Zobellella	3	0.514579759862779	pc1n6nomod	Alouatta
Total	583	100	pc1n6nomod	Alouatta
[Haemophilus]	1	0.075187969924812	pc1n7nomod	Homo
