Genus	Sum	Percent	Protein	Host_Genus
Streptococcus	12	100	pc2n2nomod	Pan
Total	12	100	pc2n2nomod	Pan
Streptococcus	436	100	pc2n2nomod	Gorilla
Total	436	100	pc2n2nomod	Gorilla
Streptococcus	1	100	pc2n2nomod	Alouatta
Total	1	100	pc2n2nomod	Alouatta
Anaerococcus	2	0.0132074225714852	pc2n3nomod	Homo
Bacteroides	1	0.00660371128574259	pc2n3nomod	Homo
Bifidobacterium	7	0.0462259790001981	pc2n3nomod	Homo
Eggerthia	3	0.0198111338572278	pc2n3nomod	Homo
Ottowia	1	0.00660371128574259	pc2n3nomod	Homo
Prevotella	20	0.132074225714852	pc2n3nomod	Homo
Streptococcus	15104	99.742455259856	pc2n3nomod	Homo
Treponema	5	0.0330185564287129	pc2n3nomod	Homo
Total	15143	100	pc2n3nomod	Homo
Actinomyces	1	0.606060606060606	pc2n3nomod	Pan
Bacillus	9	5.45454545454545	pc2n3nomod	Pan
Bacteroidales	1	0.606060606060606	pc2n3nomod	Pan
Bifidobacterium	1	0.606060606060606	pc2n3nomod	Pan
Clostridium	12	7.27272727272727	pc2n3nomod	Pan
Eggerthia	23	13.9393939393939	pc2n3nomod	Pan
Oscillatoria	1	0.606060606060606	pc2n3nomod	Pan
Prevotella	19	11.5151515151515	pc2n3nomod	Pan
Streptococcus	92	55.7575757575758	pc2n3nomod	Pan
Treponema	6	3.63636363636364	pc2n3nomod	Pan
Total	165	100	pc2n3nomod	Pan
Anoxybacillus	22	2.03703703703704	pc2n3nomod	Gorilla
Bacillus	9	0.833333333333333	pc2n3nomod	Gorilla
Bacteroides	5	0.462962962962963	pc2n3nomod	Gorilla
Bifidobacterium	18	1.66666666666667	pc2n3nomod	Gorilla
Cellulosimicrobium	1	0.0925925925925926	pc2n3nomod	Gorilla
Clostridium	9	0.833333333333333	pc2n3nomod	Gorilla
Eggerthia	13	1.2037037037037	pc2n3nomod	Gorilla
Enterococcus	1	0.0925925925925926	pc2n3nomod	Gorilla
Hymenobacter	1	0.0925925925925926	pc2n3nomod	Gorilla
Prevotella	4	0.37037037037037	pc2n3nomod	Gorilla
Streptococcus	993	91.9444444444444	pc2n3nomod	Gorilla
Treponema	4	0.37037037037037	pc2n3nomod	Gorilla
Total	1080	100	pc2n3nomod	Gorilla
Actinomyces	1	1.51515151515152	pc2n3nomod	Alouatta
Bacteroides	2	3.03030303030303	pc2n3nomod	Alouatta
Bifidobacterium	1	1.51515151515152	pc2n3nomod	Alouatta
Burkholderia	2	3.03030303030303	pc2n3nomod	Alouatta
Prevotella	2	3.03030303030303	pc2n3nomod	Alouatta
Streptococcus	58	87.8787878787879	pc2n3nomod	Alouatta
Total	66	100	pc2n3nomod	Alouatta
[Clostridium]	16	0.351108185209568	pc2n4nomod	Homo
Actinomyces	958	21.0226025894229	pc2n4nomod	Homo
Atopobium	1	0.021944261575598	pc2n4nomod	Homo
Brachybacterium	1	0.021944261575598	pc2n4nomod	Homo
Clostridium	2	0.043888523151196	pc2n4nomod	Homo
Eggerthia	12	0.263331138907176	pc2n4nomod	Homo
Granulicatella	4	0.0877770463023919	pc2n4nomod	Homo
Hungatella	1	0.021944261575598	pc2n4nomod	Homo
Oribacterium	13	0.285275400482774	pc2n4nomod	Homo
Schaalia	3068	67.3249945139346	pc2n4nomod	Homo
Streptococcus	479	10.5113012947114	pc2n4nomod	Homo
Tessaracoccus	2	0.043888523151196	pc2n4nomod	Homo
Total	4557	100	pc2n4nomod	Homo
[Clostridium]	1	0.167785234899329	pc2n4nomod	Pan
Actinomyces	227	38.0872483221477	pc2n4nomod	Pan
Atopobium	106	17.7852348993289	pc2n4nomod	Pan
Brachybacterium	2	0.335570469798658	pc2n4nomod	Pan
Eggerthia	35	5.87248322147651	pc2n4nomod	Pan
Hungatella	4	0.671140939597315	pc2n4nomod	Pan
Johnsonella	1	0.167785234899329	pc2n4nomod	Pan
Oribacterium	69	11.5771812080537	pc2n4nomod	Pan
Schaalia	131	21.9798657718121	pc2n4nomod	Pan
Streptococcus	20	3.35570469798658	pc2n4nomod	Pan
Total	596	100	pc2n4nomod	Pan
Actinobaculum	1	0.26525198938992	pc2n4nomod	Gorilla
Actinomyces	206	54.6419098143236	pc2n4nomod	Gorilla
Atopobium	18	4.77453580901857	pc2n4nomod	Gorilla
Bacillus	3	0.795755968169761	pc2n4nomod	Gorilla
Clostridium	10	2.6525198938992	pc2n4nomod	Gorilla
Dorea	2	0.530503978779841	pc2n4nomod	Gorilla
Eggerthia	15	3.97877984084881	pc2n4nomod	Gorilla
Erysipelothrix	3	0.795755968169761	pc2n4nomod	Gorilla
Johnsonella	7	1.85676392572944	pc2n4nomod	Gorilla
Oribacterium	10	2.6525198938992	pc2n4nomod	Gorilla
Schaalia	53	14.0583554376658	pc2n4nomod	Gorilla
Streptococcus	49	12.9973474801061	pc2n4nomod	Gorilla
Total	377	100	pc2n4nomod	Gorilla
Actinomyces	31	68.8888888888889	pc2n4nomod	Alouatta
Atopobium	3	6.66666666666667	pc2n4nomod	Alouatta
Schaalia	2	4.44444444444444	pc2n4nomod	Alouatta
Streptococcus	9	20	pc2n4nomod	Alouatta
Total	45	100	pc2n4nomod	Alouatta
Abiotrophia	906	40.5187835420394	pc2n5nomod	Homo
Acinetobacter	1	0.0447227191413238	pc2n5nomod	Homo
Actinomyces	142	6.35062611806798	pc2n5nomod	Homo
Amycolatopsis	1	0.0447227191413238	pc2n5nomod	Homo
Bacteroides	2	0.0894454382826476	pc2n5nomod	Homo
Bifidobacterium	9	0.402504472271914	pc2n5nomod	Homo
Capnocytophaga	56	2.50447227191413	pc2n5nomod	Homo
Corynebacterium	9	0.402504472271914	pc2n5nomod	Homo
Eggerthia	4	0.178890876565295	pc2n5nomod	Homo
Gardnerella	8	0.35778175313059	pc2n5nomod	Homo
Jiangella	4	0.178890876565295	pc2n5nomod	Homo
Kribbella	9	0.402504472271914	pc2n5nomod	Homo
Microbacterium	1	0.0447227191413238	pc2n5nomod	Homo
Prevotella	47	2.10196779964222	pc2n5nomod	Homo
Schaalia	532	23.7924865831843	pc2n5nomod	Homo
Streptococcus	228	10.1967799642218	pc2n5nomod	Homo
Streptomyces	5	0.223613595706619	pc2n5nomod	Homo
Tannerella	1	0.0447227191413238	pc2n5nomod	Homo
Treponema	271	12.1198568872987	pc2n5nomod	Homo
Total	2236	100	pc2n5nomod	Homo
Actinomyces	2	0.18348623853211	pc2n5nomod	Pan
Amycolatopsis	2	0.18348623853211	pc2n5nomod	Pan
Bacteroides	5	0.458715596330275	pc2n5nomod	Pan
Capnocytophaga	9	0.825688073394495	pc2n5nomod	Pan
Cellulosimicrobium	3	0.275229357798165	pc2n5nomod	Pan
Eggerthia	21	1.92660550458716	pc2n5nomod	Pan
Jiangella	1	0.0917431192660551	pc2n5nomod	Pan
Microbacterium	1	0.0917431192660551	pc2n5nomod	Pan
Micromonospora	4	0.36697247706422	pc2n5nomod	Pan
Parabacteroides	836	76.697247706422	pc2n5nomod	Pan
Phocaeicola	27	2.47706422018349	pc2n5nomod	Pan
Prevotella	22	2.01834862385321	pc2n5nomod	Pan
Salinispora	1	0.0917431192660551	pc2n5nomod	Pan
Schaalia	1	0.0917431192660551	pc2n5nomod	Pan
Slackia	1	0.0917431192660551	pc2n5nomod	Pan
Streptococcus	5	0.458715596330275	pc2n5nomod	Pan
Streptomyces	86	7.88990825688073	pc2n5nomod	Pan
Tannerella	7	0.642201834862385	pc2n5nomod	Pan
Treponema	56	5.13761467889908	pc2n5nomod	Pan
Total	1090	100	pc2n5nomod	Pan
Abiotrophia	8	3.75586854460094	pc2n5nomod	Gorilla
Actinomyces	28	13.1455399061033	pc2n5nomod	Gorilla
Actinotignum	1	0.469483568075117	pc2n5nomod	Gorilla
Bacteroides	4	1.87793427230047	pc2n5nomod	Gorilla
Brachybacterium	6	2.8169014084507	pc2n5nomod	Gorilla
Capnocytophaga	13	6.10328638497653	pc2n5nomod	Gorilla
Clostridium	8	3.75586854460094	pc2n5nomod	Gorilla
Corynebacterium	6	2.8169014084507	pc2n5nomod	Gorilla
Eggerthia	11	5.16431924882629	pc2n5nomod	Gorilla
Enterococcus	1	0.469483568075117	pc2n5nomod	Gorilla
Erysipelothrix	9	4.22535211267606	pc2n5nomod	Gorilla
Jiangella	1	0.469483568075117	pc2n5nomod	Gorilla
Microbacterium	4	1.87793427230047	pc2n5nomod	Gorilla
Micromonospora	1	0.469483568075117	pc2n5nomod	Gorilla
Nocardioides	1	0.469483568075117	pc2n5nomod	Gorilla
Ornithinimicrobium	1	0.469483568075117	pc2n5nomod	Gorilla
Parabacteroides	1	0.469483568075117	pc2n5nomod	Gorilla
Phocaeicola	9	4.22535211267606	pc2n5nomod	Gorilla
Prevotella	19	8.92018779342723	pc2n5nomod	Gorilla
Schaalia	2	0.938967136150235	pc2n5nomod	Gorilla
Slackia	1	0.469483568075117	pc2n5nomod	Gorilla
Streptococcus	25	11.7370892018779	pc2n5nomod	Gorilla
Streptomyces	7	3.28638497652582	pc2n5nomod	Gorilla
Tannerella	5	2.34741784037559	pc2n5nomod	Gorilla
Treponema	41	19.2488262910798	pc2n5nomod	Gorilla
Total	213	100	pc2n5nomod	Gorilla
Abiotrophia	3	7.14285714285714	pc2n5nomod	Alouatta
Actinomyces	8	19.047619047619	pc2n5nomod	Alouatta
Actinoplanes	1	2.38095238095238	pc2n5nomod	Alouatta
Actinotignum	1	2.38095238095238	pc2n5nomod	Alouatta
Brachybacterium	3	7.14285714285714	pc2n5nomod	Alouatta
Capnocytophaga	10	23.8095238095238	pc2n5nomod	Alouatta
Cellulosimicrobium	2	4.76190476190476	pc2n5nomod	Alouatta
Dyadobacter	1	2.38095238095238	pc2n5nomod	Alouatta
Microbacterium	2	4.76190476190476	pc2n5nomod	Alouatta
Prevotella	5	11.9047619047619	pc2n5nomod	Alouatta
Streptomyces	3	7.14285714285714	pc2n5nomod	Alouatta
Treponema	3	7.14285714285714	pc2n5nomod	Alouatta
Total	42	100	pc2n5nomod	Alouatta
Bacillus	2	0.0177038151721696	pc2n6nomod	Homo
Granulicatella	15	0.132778613791272	pc2n6nomod	Homo
Mycolicibacter	15	0.132778613791272	pc2n6nomod	Homo
Oceanobacillus	3	0.0265557227582544	pc2n6nomod	Homo
Parvimonas	367	3.24865008409312	pc2n6nomod	Homo
Staphylococcus	1	0.0088519075860848	pc2n6nomod	Homo
Streptococcus	10871	96.2290873683279	pc2n6nomod	Homo
Streptosporangium	23	0.20359387447995	pc2n6nomod	Homo
Total	11297	100	pc2n6nomod	Homo
Actinomyces	47	8.06174957118353	pc2n6nomod	Pan
Bacillus	6	1.02915951972556	pc2n6nomod	Pan
Cellulosimicrobium	1	0.171526586620926	pc2n6nomod	Pan
Enterococcus	6	1.02915951972556	pc2n6nomod	Pan
Georgenia	1	0.171526586620926	pc2n6nomod	Pan
Mycolicibacter	3	0.514579759862779	pc2n6nomod	Pan
Oceanobacillus	1	0.171526586620926	pc2n6nomod	Pan
Parvimonas	479	82.1612349914237	pc2n6nomod	Pan
Phycicoccus	8	1.37221269296741	pc2n6nomod	Pan
Promicromonosporaceae	2	0.343053173241852	pc2n6nomod	Pan
Streptococcus	28	4.80274442538593	pc2n6nomod	Pan
Streptosporangium	1	0.171526586620926	pc2n6nomod	Pan
Total	583	100	pc2n6nomod	Pan
Actinomyces	38	3.42651036970243	pc2n6nomod	Gorilla
Agrococcus	1	0.0901713255184851	pc2n6nomod	Gorilla
Bacillus	16	1.44274120829576	pc2n6nomod	Gorilla
Brachybacterium	2	0.18034265103697	pc2n6nomod	Gorilla
Enterococcus	5	0.450856627592426	pc2n6nomod	Gorilla
Lactobacillus	2	0.18034265103697	pc2n6nomod	Gorilla
Lactococcus	2	0.18034265103697	pc2n6nomod	Gorilla
Listeria	3	0.270513976555455	pc2n6nomod	Gorilla
Mycobacterium	1	0.0901713255184851	pc2n6nomod	Gorilla
Mycolicibacter	6	0.541027953110911	pc2n6nomod	Gorilla
Oceanobacillus	3	0.270513976555455	pc2n6nomod	Gorilla
Parvimonas	33	2.97565374211001	pc2n6nomod	Gorilla
Promicromonosporaceae	1	0.0901713255184851	pc2n6nomod	Gorilla
Rothia	1	0.0901713255184851	pc2n6nomod	Gorilla
Staphylococcus	7	0.631199278629396	pc2n6nomod	Gorilla
Streptococcus	988	89.0892696122633	pc2n6nomod	Gorilla
Total	1109	100	pc2n6nomod	Gorilla
Abiotrophia	7	0.285714285714286	pc2n6nomod	Alouatta
Actinomyces	3	0.122448979591837	pc2n6nomod	Alouatta
Bacillus	18	0.73469387755102	pc2n6nomod	Alouatta
Brachybacterium	4	0.163265306122449	pc2n6nomod	Alouatta
Dorea	1	0.0408163265306122	pc2n6nomod	Alouatta
Enterococcus	6	0.244897959183673	pc2n6nomod	Alouatta
Friedmanniella	1	0.0408163265306122	pc2n6nomod	Alouatta
Georgenia	2	0.0816326530612245	pc2n6nomod	Alouatta
Granulicatella	3	0.122448979591837	pc2n6nomod	Alouatta
Listeria	9	0.36734693877551	pc2n6nomod	Alouatta
Mycobacterium	1	0.0408163265306122	pc2n6nomod	Alouatta
Mycolicibacter	12	0.489795918367347	pc2n6nomod	Alouatta
Oceanobacillus	28	1.14285714285714	pc2n6nomod	Alouatta
Parvimonas	2	0.0816326530612245	pc2n6nomod	Alouatta
Promicromonospora	10	0.408163265306122	pc2n6nomod	Alouatta
Streptococcus	2341	95.5510204081633	pc2n6nomod	Alouatta
Streptosporangium	2	0.0816326530612245	pc2n6nomod	Alouatta
Total	2450	100	pc2n6nomod	Alouatta
[Mannheimia]	1	0.137362637362637	pc2n7nomod	Homo
Actinobacillus	8	1.0989010989011	pc2n7nomod	Homo
Aggregatibacter	236	32.4175824175824	pc2n7nomod	Homo
Bacillus	1	0.137362637362637	pc2n7nomod	Homo
Haemophilus	1	0.137362637362637	pc2n7nomod	Homo
Histophilus	5	0.686813186813187	pc2n7nomod	Homo
Lactobacillus	5	0.686813186813187	pc2n7nomod	Homo
Mannheimia	1	0.137362637362637	pc2n7nomod	Homo
Pasteurella	8	1.0989010989011	pc2n7nomod	Homo
Streptococcus	462	63.4615384615385	pc2n7nomod	Homo
Total	728	100	pc2n7nomod	Homo
Aggregatibacter	2	2.56410256410256	pc2n7nomod	Pan
Bacillus	6	7.69230769230769	pc2n7nomod	Pan
Clostridium	4	5.12820512820513	pc2n7nomod	Pan
Enterococcus	3	3.84615384615385	pc2n7nomod	Pan
Lactobacillus	1	1.28205128205128	pc2n7nomod	Pan
Streptococcus	62	79.4871794871795	pc2n7nomod	Pan
Total	78	100	pc2n7nomod	Pan
[Mannheimia]	23	0.803072625698324	pc2n7nomod	Gorilla
Actinobacillus	128	4.46927374301676	pc2n7nomod	Gorilla
Aggregatibacter	1981	69.1689944134078	pc2n7nomod	Gorilla
Bibersteinia	21	0.733240223463687	pc2n7nomod	Gorilla
Clostridium	4	0.139664804469274	pc2n7nomod	Gorilla
Enterococcus	44	1.53631284916201	pc2n7nomod	Gorilla
Exiguobacterium	73	2.54888268156425	pc2n7nomod	Gorilla
Gallibacterium	9	0.314245810055866	pc2n7nomod	Gorilla
Haemophilus	25	0.872905027932961	pc2n7nomod	Gorilla
Histophilus	6	0.209497206703911	pc2n7nomod	Gorilla
Lactobacillus	1	0.0349162011173184	pc2n7nomod	Gorilla
Mannheimia	43	1.50139664804469	pc2n7nomod	Gorilla
Melissococcus	1	0.0349162011173184	pc2n7nomod	Gorilla
Necropsobacter	13	0.45391061452514	pc2n7nomod	Gorilla
Pasteurella	26	0.907821229050279	pc2n7nomod	Gorilla
Pasteurellaceae	5	0.174581005586592	pc2n7nomod	Gorilla
Planococcus	3	0.104748603351955	pc2n7nomod	Gorilla
Rodentibacter	9	0.314245810055866	pc2n7nomod	Gorilla
Streptococcus	449	15.677374301676	pc2n7nomod	Gorilla
Total	2864	100	pc2n7nomod	Gorilla
[Mannheimia]	13	0.169469430321992	pc2n7nomod	Alouatta
Actinobacillus	50	0.651805501238431	pc2n7nomod	Alouatta
Aggregatibacter	2069	26.9717116412463	pc2n7nomod	Alouatta
Bibersteinia	3	0.0391083300743058	pc2n7nomod	Alouatta
Gallibacterium	1	0.0130361100247686	pc2n7nomod	Alouatta
Haemophilus	15	0.195541650371529	pc2n7nomod	Alouatta
Histophilus	3	0.0391083300743058	pc2n7nomod	Alouatta
Mannheimia	14	0.182505540346761	pc2n7nomod	Alouatta
Necropsobacter	8	0.104288880198149	pc2n7nomod	Alouatta
Pasteurella	25	0.325902750619215	pc2n7nomod	Alouatta
Rodentibacter	2	0.0260722200495372	pc2n7nomod	Alouatta
Streptococcus	5468	71.2814496154348	pc2n7nomod	Alouatta
Total	7671	100	pc2n7nomod	Alouatta
[Eubacterium]	1	0.0180701120346946	pc2n8nomod	Homo
Abiotrophia	311	5.61980484279002	pc2n8nomod	Homo
Catonella	152	2.74665702927358	pc2n8nomod	Homo
Clostridium	4	0.0722804481387785	pc2n8nomod	Homo
Conexibacter	1	0.0180701120346946	pc2n8nomod	Homo
Enterococcus	2	0.0361402240693892	pc2n8nomod	Homo
Filifactor	165	2.98156848572461	pc2n8nomod	Homo
Granulicatella	3	0.0542103361040838	pc2n8nomod	Homo
Lactobacillus	7	0.126490784242862	pc2n8nomod	Homo
Lactococcus	15	0.271051680520419	pc2n8nomod	Homo
Parvimonas	1172	21.1781713046621	pc2n8nomod	Homo
Selenomonas	46	0.831225153595952	pc2n8nomod	Homo
Streptococcus	3506	63.3538127936393	pc2n8nomod	Homo
Veillonella	149	2.6924466931695	pc2n8nomod	Homo
Total	5534	100	pc2n8nomod	Homo
Abiotrophia	1	0.09765625	pc2n8nomod	Pan
Bacillus	18	1.7578125	pc2n8nomod	Pan
Catonella	3	0.29296875	pc2n8nomod	Pan
Clostridium	25	2.44140625	pc2n8nomod	Pan
Exiguobacterium	2	0.1953125	pc2n8nomod	Pan
Filifactor	99	9.66796875	pc2n8nomod	Pan
Lysinibacillus	35	3.41796875	pc2n8nomod	Pan
Macrococcus	9	0.87890625	pc2n8nomod	Pan
Paeniclostridium	1	0.09765625	pc2n8nomod	Pan
Parvimonas	725	70.80078125	pc2n8nomod	Pan
Selenomonas	12	1.171875	pc2n8nomod	Pan
Staphylococcus	6	0.5859375	pc2n8nomod	Pan
Streptococcus	88	8.59375	pc2n8nomod	Pan
Total	1024	100	pc2n8nomod	Pan
Abiotrophia	3	0.0753201104694954	pc2n8nomod	Gorilla
Aerococcus	84	2.10896309314587	pc2n8nomod	Gorilla
Alkaliphilus	1	0.0251067034898318	pc2n8nomod	Gorilla
Anoxybacillus	30	0.753201104694953	pc2n8nomod	Gorilla
Bacillus	8	0.200853627918654	pc2n8nomod	Gorilla
Candidatus	7	0.175746924428822	pc2n8nomod	Gorilla
Catonella	1	0.0251067034898318	pc2n8nomod	Gorilla
Centipeda	1	0.0251067034898318	pc2n8nomod	Gorilla
Clostridium	16	0.401707255837309	pc2n8nomod	Gorilla
Conexibacter	1	0.0251067034898318	pc2n8nomod	Gorilla
Enterococcus	44	1.1046949535526	pc2n8nomod	Gorilla
Exiguobacterium	95	2.38513683153402	pc2n8nomod	Gorilla
Filifactor	37	0.928948029123776	pc2n8nomod	Gorilla
Granulicatella	4	0.100426813959327	pc2n8nomod	Gorilla
Kurthia	1	0.0251067034898318	pc2n8nomod	Gorilla
Lactobacillus	47	1.18001506402209	pc2n8nomod	Gorilla
Lactococcus	360	9.03841325633944	pc2n8nomod	Gorilla
Lysinibacillus	22	0.552347476776299	pc2n8nomod	Gorilla
Macrococcus	1553	38.9907105197088	pc2n8nomod	Gorilla
Oceanobacillus	1	0.0251067034898318	pc2n8nomod	Gorilla
Paeniclostridium	8	0.200853627918654	pc2n8nomod	Gorilla
Parvimonas	122	3.06301782575948	pc2n8nomod	Gorilla
Selenomonas	16	0.401707255837309	pc2n8nomod	Gorilla
Staphylococcus	15	0.376600552347477	pc2n8nomod	Gorilla
Streptococcus	1454	36.5051468742154	pc2n8nomod	Gorilla
Veillonella	52	1.30554858147125	pc2n8nomod	Gorilla
Total	3983	100	pc2n8nomod	Gorilla
Catonella	17	6.34328358208955	pc2n8nomod	Alouatta
Clostridium	1	0.373134328358209	pc2n8nomod	Alouatta
Lactobacillus	1	0.373134328358209	pc2n8nomod	Alouatta
Macrococcus	2	0.746268656716418	pc2n8nomod	Alouatta
Parvimonas	72	26.865671641791	pc2n8nomod	Alouatta
Selenomonas	3	1.11940298507463	pc2n8nomod	Alouatta
Streptococcus	172	64.1791044776119	pc2n8nomod	Alouatta
Total	268	100	pc2n8nomod	Alouatta
Aggregatibacter	971	25.3922594142259	pc2n9nomod	Homo
Candidatus	1	0.0261506276150628	pc2n9nomod	Homo
Citrobacter	1	0.0261506276150628	pc2n9nomod	Homo
Edwardsiella	1	0.0261506276150628	pc2n9nomod	Homo
Escherichia	3	0.0784518828451883	pc2n9nomod	Homo
Gemella	2	0.0523012552301255	pc2n9nomod	Homo
Granulicatella	5	0.130753138075314	pc2n9nomod	Homo
Mannheimia	1	0.0261506276150628	pc2n9nomod	Homo
Pantoea	2	0.0523012552301255	pc2n9nomod	Homo
Photorhabdus	1	0.0261506276150628	pc2n9nomod	Homo
Salmonella	1	0.0261506276150628	pc2n9nomod	Homo
Streptococcus	2833	74.0847280334728	pc2n9nomod	Homo
Tolumonas	1	0.0261506276150628	pc2n9nomod	Homo
Yersinia	1	0.0261506276150628	pc2n9nomod	Homo
Total	3824	100	pc2n9nomod	Homo
Actinomyces	6	4.91803278688525	pc2n9nomod	Pan
Aggregatibacter	3	2.45901639344262	pc2n9nomod	Pan
Bacillus	1	0.819672131147541	pc2n9nomod	Pan
Clostridium	8	6.55737704918033	pc2n9nomod	Pan
Desulfobulbus	4	3.27868852459016	pc2n9nomod	Pan
Edwardsiella	1	0.819672131147541	pc2n9nomod	Pan
Enterobacter	9	7.37704918032787	pc2n9nomod	Pan
Escherichia	1	0.819672131147541	pc2n9nomod	Pan
Megamonas	1	0.819672131147541	pc2n9nomod	Pan
Mycolicibacterium	1	0.819672131147541	pc2n9nomod	Pan
Olsenella	5	4.0983606557377	pc2n9nomod	Pan
Phytobacter	1	0.819672131147541	pc2n9nomod	Pan
Serratia	1	0.819672131147541	pc2n9nomod	Pan
Shewanella	1	0.819672131147541	pc2n9nomod	Pan
Sorangium	1	0.819672131147541	pc2n9nomod	Pan
Streptococcus	78	63.9344262295082	pc2n9nomod	Pan
Total	122	100	pc2n9nomod	Pan
[Mannheimia]	108	2.47706422018349	pc2n9nomod	Gorilla
Abiotrophia	1	0.0229357798165138	pc2n9nomod	Gorilla
Actinobacillus	40	0.917431192660551	pc2n9nomod	Gorilla
Actinomyces	5	0.114678899082569	pc2n9nomod	Gorilla
Aerococcus	7	0.160550458715596	pc2n9nomod	Gorilla
Aggregatibacter	2393	54.8853211009174	pc2n9nomod	Gorilla
Agrobacterium	4	0.0917431192660551	pc2n9nomod	Gorilla
Azospirillum	1	0.0229357798165138	pc2n9nomod	Gorilla
Bacillus	1	0.0229357798165138	pc2n9nomod	Gorilla
bacterium	1	0.0229357798165138	pc2n9nomod	Gorilla
Bibersteinia	2	0.0458715596330275	pc2n9nomod	Gorilla
Blautia	1	0.0229357798165138	pc2n9nomod	Gorilla
Cedecea	5	0.114678899082569	pc2n9nomod	Gorilla
Citrobacter	22	0.504587155963303	pc2n9nomod	Gorilla
Clostridium	8	0.18348623853211	pc2n9nomod	Gorilla
Colwellia	7	0.160550458715596	pc2n9nomod	Gorilla
Corynebacterium	1	0.0229357798165138	pc2n9nomod	Gorilla
Cronobacter	2	0.0458715596330275	pc2n9nomod	Gorilla
Desulfobulbus	1	0.0229357798165138	pc2n9nomod	Gorilla
Dickeya	4	0.0917431192660551	pc2n9nomod	Gorilla
Enterobacter	11	0.252293577981651	pc2n9nomod	Gorilla
Enterobacteriaceae	3	0.0688073394495413	pc2n9nomod	Gorilla
Erwinia	1	0.0229357798165138	pc2n9nomod	Gorilla
Escherichia	50	1.14678899082569	pc2n9nomod	Gorilla
Eubacterium	2	0.0458715596330275	pc2n9nomod	Gorilla
Faecalibaculum	1	0.0229357798165138	pc2n9nomod	Gorilla
Fournierella	3	0.0688073394495413	pc2n9nomod	Gorilla
Glaesserella	2	0.0458715596330275	pc2n9nomod	Gorilla
Haemophilus	19	0.435779816513762	pc2n9nomod	Gorilla
Klebsiella	23	0.527522935779817	pc2n9nomod	Gorilla
Kosakonia	2	0.0458715596330275	pc2n9nomod	Gorilla
Lachnospiraceae	5	0.114678899082569	pc2n9nomod	Gorilla
Lacimicrobium	4	0.0917431192660551	pc2n9nomod	Gorilla
Lautropia	6	0.137614678899083	pc2n9nomod	Gorilla
Leclercia	6	0.137614678899083	pc2n9nomod	Gorilla
Lelliottia	7	0.160550458715596	pc2n9nomod	Gorilla
Mannheimia	23	0.527522935779817	pc2n9nomod	Gorilla
Megasphaera	1	0.0229357798165138	pc2n9nomod	Gorilla
Methylorubrum	1	0.0229357798165138	pc2n9nomod	Gorilla
Mordavella	1	0.0229357798165138	pc2n9nomod	Gorilla
Necropsobacter	21	0.481651376146789	pc2n9nomod	Gorilla
Neglecta	1	0.0229357798165138	pc2n9nomod	Gorilla
Olsenella	3	0.0688073394495413	pc2n9nomod	Gorilla
Oxalobacter	2	0.0458715596330275	pc2n9nomod	Gorilla
Pantoea	8	0.18348623853211	pc2n9nomod	Gorilla
Pasteurella	4	0.0917431192660551	pc2n9nomod	Gorilla
Pasteurellaceae	1	0.0229357798165138	pc2n9nomod	Gorilla
Photobacterium	1	0.0229357798165138	pc2n9nomod	Gorilla
