Run	BetaDispersion_F_Value	BetaDispersion_p_Value	Adonis_pseudoF_Value	Adonis_p_Value	Adonis_RsquaredGroups_Value	Adonis_RsquaredResiduals_Value
1	10.908067228320848	3.0577833990311587e-5	5.36202515218004	0.001	0.308836388910931	0.6911636110890691
2	18.19435823884154	2.3601235997753774e-7	6.85986679200044	0.001	0.3637282737813454	0.6362717262186547
3	12.496063492443346	9.439306873226998e-6	7.249003729205148	0.001	0.37659111251595573	0.6234088874840442
4	3.7050035764803484	0.020191139271492846	5.776575340429393	0.001	0.3249543418687449	0.6750456581312552
5	5.028371962575701	0.005168631587971504	5.691724244956129	0.001	0.3217167623771225	0.6782832376228775
6	3.9093004231377537	0.016270326296619567	5.726891242806556	0.001	0.3230623556248469	0.676937644375153
7	4.174520065117846	0.01233038846749097	5.960403932938708	0.001	0.331863579193091	0.668136420806909
8	7.644847319356765	4.4441525018595776e-4	6.656444422915349	0.001	0.3567906226943955	0.6432093773056045
9	7.599227031779279	4.62663770883218e-4	5.718016927343944	0.001	0.3227233019807886	0.6772766980192113
10	7.466100198090148	5.205657234887153e-4	5.135788549270337	0.001	0.29971124669888766	0.7002887533011123
11	16.599876624519247	6.160239483007786e-7	6.305637809147218	0.001	0.34446425057073554	0.6555357494292645
12	7.229146867268397	6.432949740214003e-4	5.8676106533398125	0.001	0.32839369332480045	0.6716063066751995
13	7.2144435651787475	6.518509410673381e-4	3.202340022555272	0.001	0.2106478356492522	0.7893521643507478
14	10.7877811035189	3.35294951850644e-5	7.400386589064452	0.001	0.3814556248706857	0.6185443751293143
15	6.049436134279892	0.001912809814644657	6.980770354259075	0.001	0.36778119243683216	0.632218807563168
16	3.0502064377475997	0.04087267667967151	6.939392174682769	0.001	0.3663999409632058	0.6336000590367942
17	9.114804871069966	1.26941156787515e-4	5.501229184338522	0.001	0.3143338748607129	0.685666125139287
18	11.692618863126201	1.6949285731211223e-5	4.462195029978446	0.001	0.2710571112693401	0.7289428887306598
19	8.690338075024222	1.807490163049374e-4	7.255432264994449	0.001	0.37679924112555574	0.6232007588744443
20	1.572826531983842	0.21281551264297022	7.529516812685232	0.001	0.3855454738027363	0.6144545261972637
21	7.938166356254403	3.4378974741092704e-4	6.26641432441096	0.001	0.3430566181802095	0.6569433818197905
22	13.483865025779679	4.710663549842375e-6	4.7649445245434485	0.001	0.2842207152888393	0.7157792847111608
23	7.715108990452939	4.1777681233280315e-4	4.244712162935074	0.001	0.2612980839771399	0.7387019160228602
24	8.748137527855082	1.721898026376872e-4	8.59028893190481	0.001	0.4172009902490534	0.5827990097509467
25	5.128952505845561	0.004676301426688295	4.7868237171470245	0.001	0.28515362988279247	0.7148463701172076
26	4.400710150673157	0.009760030156054245	5.753296999757196	0.001	0.32406921372609726	0.6759307862739027
27	6.428601697717819	0.0013386543057954266	6.240223459801828	0.001	0.3421133229839074	0.6578866770160925
28	5.194224948726959	0.004383315083573283	8.999757356642654	0.001	0.42856482595480305	0.571435174045197
29	2.4007140878346886	0.08377853085749087	4.2304720118544665	0.001	0.26064996808254254	0.7393500319174575
30	3.4558634576971268	0.026343683015465597	3.979165893945975	0.001	0.2490221279606066	0.7509778720393935
31	2.2064136510213577	0.10414513322673506	4.2690768647899136	0.001	0.26240436997560657	0.7375956300243934
32	5.104087157171237	0.004793252135011961	5.4133255545184475	0.001	0.3108725864895913	0.6891274135104086
33	7.77215783303966	3.973850972054801e-4	5.345527187668836	0.001	0.3081789979533768	0.6918210020466231
34	5.788895343519169	0.002453705045680196	5.03145889743325	0.001	0.2954214860707865	0.7045785139292134
35	3.1336753126545505	0.037318115500305143	8.515719406058619	0.001	0.41508266112977693	0.584917338870223
36	16.06108442705393	8.619854197898059e-7	4.408256601606649	0.001	0.26866087657204274	0.7313391234279574
37	6.5512304979544105	0.0011943554367831641	6.082736631725026	0.001	0.33638363238964875	0.6636163676103514
38	1.7616303046613595	0.17193475055552948	9.619164775899673	0.001	0.4449369286746359	0.5550630713253641
39	3.3512296340496883	0.02948274228268093	5.4527340630273295	0.001	0.3124286454681419	0.687571354531858
40	8.3947522602662	2.3209958904298934e-4	7.293572901178563	0.001	0.37803121995786637	0.6219687800421336
41	11.10991510092105	2.6223683462848423e-5	3.9620901543200713	0.001	0.24821875556490003	0.7517812444351
42	10.940526114256912	2.9829180489625963e-5	4.909129439411279	0.001	0.290324197765571	0.7096758022344289
43	4.917051657877466	0.005777451583278943	3.6497187370755775	0.001	0.23321305631065875	0.7667869436893413
44	8.629297850067317	1.902763074000962e-4	6.85379406013816	0.001	0.36352333319630714	0.6364766668036929
45	4.089618225923206	0.013469889274096127	6.440390012868468	0.001	0.34925454441983583	0.6507454555801641
46	1.142109256601034	0.3452102735766432	5.0264695906965295	0.001	0.295215021759006	0.7047849782409941
47	6.546143326582595	0.0012000042477505251	4.607016870802286	0.001	0.27741387310216664	0.7225861268978333
48	8.412634848938099	2.2859321014666824e-4	4.830269750400211	0.001	0.2869989502268881	0.7130010497731119
49	5.262406070315124	0.004097743924445484	4.812888608956987	0.001	0.2862618507085655	0.7137381492914344
50	7.36212080187164	5.710755227254149e-4	5.093019892372025	0.001	0.29795904553090985	0.7020409544690901
51	5.2143402962728205	0.004296955001829951	7.198818778900771	0.001	0.37496154642660473	0.6250384535733954
52	3.0033505162087586	0.04302017186581686	4.8389041537281425	0.001	0.2873645523219399	0.71263544767806
53	9.463061382008263	9.545619799696175e-5	3.0815563054907225	0.002	0.20432614798307147	0.7956738520169285
54	12.916587876541902	6.999009406061729e-6	3.216791348526322	0.001	0.2113974802472306	0.7886025197527695
55	8.834963851806027	1.601252549428946e-4	5.707987386947982	0.001	0.3223397025432244	0.6776602974567756
56	7.49306349456531	5.082508253273482e-4	5.1964822413387894	0.001	0.30218286323972215	0.6978171367602779
57	2.7611121957945883	0.056141901502386314	7.407476860812087	0.001	0.3816816020927168	0.6183183979072832
58	6.424815104834889	0.00134339150569913	9.58854474948394	0.001	0.44414965717933114	0.5558503428206689
59	2.8543130971605373	0.05066167347400867	4.2598836083919815	0.001	0.26198733711681604	0.7380126628831839
60	10.927637569301055	3.012411156710763e-5	5.183110678957249	0.001	0.30163983552201523	0.6983601644779848
61	3.3532716824986744	0.029417895373725543	9.072209423085244	0.001	0.4305295776505697	0.5694704223494303
62	5.3369748188632595	0.0038076379635091267	3.237185334805901	0.003	0.2124529736742969	0.7875470263257032
63	5.212706812712277	0.004303900921255165	6.49722773314377	0.001	0.3512541353157416	0.6487458646842584
64	2.8939092401152147	0.04850369504039941	3.6956382194500956	0.001	0.23545638398255422	0.7645436160174458
65	5.086022757636447	0.004880136136048869	4.419272002769305	0.001	0.26915151914311075	0.7308484808568892
66	5.681334760734227	0.0027218658290697204	7.794010126331145	0.001	0.39375599368634745	0.6062440063136525
67	6.6929625583021615	0.0010477068022167074	6.278187358766124	0.001	0.34347975734886743	0.6565202426511325
68	11.11033270515091	2.621538514771311e-5	6.79028907709289	0.001	0.3613722518708285	0.6386277481291714
69	4.858182613832279	0.006129364026544482	4.184894464609918	0.001	0.2585679179904854	0.7414320820095146
70	10.865217406634748	3.159660833516836e-5	9.039794851013623	0.001	0.42965223354248233	0.5703477664575176
71	4.498886836759336	0.008825128149620871	7.769795154111212	0.001	0.3930134375972758	0.6069865624027243
72	5.923479514136497	0.0021566900188365024	5.432047549568148	0.001	0.31161270838219574	0.6883872916178043
73	14.232007878197336	2.8302863773332912e-6	6.055473294025487	0.001	0.33538158736770574	0.6646184126322943
74	8.460441784541914	2.1949041598767868e-4	3.658936762634556	0.002	0.2336644446617558	0.7663355553382442
75	5.6007322781962285	0.002942893290695571	9.183904429966043	0.001	0.43353218762518586	0.5664678123748143
76	2.147568857532031	0.11126281621638098	3.5702601079805145	0.001	0.22929996565379038	0.7707000343462097
77	8.648926564591815	1.8715621569534506e-4	4.785520705033909	0.001	0.28509813839726467	0.7149018616027354
78	4.174845145068679	0.012326224432411643	6.30227423635681	0.001	0.3443437768972759	0.6556562231027241
79	6.720753865210238	0.0010212415822744136	4.132334763084608	0.001	0.2561523067659475	0.7438476932340524
80	7.414898227679564	5.448232575434942e-4	7.525934575746905	0.001	0.3854327456927384	0.6145672543072616
81	6.902242272140815	8.648175589688862e-4	6.601223670012485	0.001	0.35488115121450253	0.6451188487854974
82	5.664141351351924	0.0027675062002878894	6.079638631371909	0.001	0.33626991973293535	0.6637300802670647
83	12.922691477430998	6.968937749381276e-6	8.24030465663855	0.001	0.4071235486040888	0.5928764513959112
84	10.132004521774178	5.58689798888348e-5	5.487470635504436	0.001	0.31379441600681474	0.6862055839931852
85	2.927931015147524	0.046725526136857626	9.486788694879722	0.001	0.4415172890465672	0.5584827109534328
86	5.8080905539613825	0.0024088414095517867	5.415856202444062	0.001	0.31097272161009376	0.6890272783899063
87	14.211279375936357	2.8699770617313657e-6	4.903226150001472	0.001	0.29007635030671614	0.7099236496932838
88	12.151799161381726	1.2102628094465056e-5	6.33311543714723	0.001	0.3454467659280015	0.6545532340719985
89	13.988045310645008	3.33660916663439e-6	3.792058245370996	0.001	0.240124383183714	0.7598756168162859
90	8.15393068351106	2.8524977739906917e-4	3.7499792677789223	0.001	0.2380942351746821	0.7619057648253179
91	8.578248872795411	1.9865003076063908e-4	5.148040990333849	0.001	0.30021160978304984	0.6997883902169503
92	8.800718986111193	1.6477370011149957e-4	6.785338626826809	0.001	0.3612039560009241	0.638796043999076
93	5.01906404886058	0.00521686139923051	4.2382197865720626	0.001	0.2610027356617497	0.7389972643382502
94	6.358543350851735	0.0014292155829223746	4.7232155633287025	0.001	0.28243465172367616	0.7175653482763239
95	3.5158818436217394	0.02470200519166529	4.487728936496372	0.001	0.2721859968574914	0.7278140031425085
96	7.910539080741435	3.5215250889897537e-4	5.4886133364038026	0.001	0.3138392524797184	0.6861607475202817
97	2.7878660456852895	0.054508805769301075	7.4824145825482775	0.001	0.3840599198238387	0.6159400801761612
98	4.400803553518651	0.009759093051905365	5.432586635278638	0.001	0.3116339960866516	0.6883660039133483
99	8.797707435222454	1.651892350060223e-4	7.675095180931287	0.001	0.390091895889268	0.6099081041107319
100	3.4121880672747547	0.02760943372856172	9.046302234370158	0.001	0.42982858145963915	0.570171418540361
