pairs	Df	SumsOfSqs	F.Model	R2	p.value	p.adjusted	sig
Pan vs Control	1	471719.83746019163	7.49968655684136	0.2380876566282059	0.002	0.07200000000000001	
Pan vs Gorilla	1	947478.1090581046	11.506980479647636	0.2912644889572251	0.001	0.036000000000000004	.
Pan vs Alouatta	1	394404.4107838037	6.629970584295647	0.25868038211319894	0.002	0.07200000000000001	
Pan vs Homo	1	1486914.3110287678	20.748101345234808	0.2337864250698006	0.001	0.036000000000000004	.
Pan vs Gut	1	1995164.0623546091	23.388517364280144	0.4075469874194322	0.001	0.036000000000000004	.
Pan vs Sediment	1	2230110.5282251746	23.65862832304718	0.4964185742543944	0.001	0.036000000000000004	.
Pan vs Skin	1	5049150.649599252	51.171889175739246	0.6807317168271236	0.001	0.036000000000000004	.
Pan vs Plaque	1	2817048.865330322	21.47567751963008	0.38711879655784115	0.001	0.036000000000000004	.
Control vs Gorilla	1	384776.33475599065	4.500612153841165	0.1698304977905508	0.005	0.18	
Control vs Alouatta	1	97938.21543306058	1.8043068571842962	0.12187715876131645	0.099	1	
Control vs Homo	1	243041.15884528874	3.3872613175542647	0.05180307676603822	0.01	0.36	
Control vs Gut	1	652249.0892697636	7.376748160108974	0.20851967870882598	0.001	0.036000000000000004	.
Control vs Sediment	1	1130391.6796711434	11.072272446074486	0.38085335319460145	0.001	0.036000000000000004	.
Control vs Skin	1	2644730.5681910124	24.495067309372956	0.5764214263044639	0.001	0.036000000000000004	.
Control vs Plaque	1	1130934.0057940113	7.847319824162754	0.2189095269229388	0.001	0.036000000000000004	.
Gorilla vs Alouatta	1	178825.51483272566	2.0245561205670457	0.10641804769249469	0.114	1	
Gorilla vs Homo	1	425014.74294195295	5.34861354519318	0.07496450567753914	0.001	0.036000000000000004	.
Gorilla vs Gut	1	475556.4960007352	4.651365798537286	0.12690838928362436	0.003	0.108	
Gorilla vs Sediment	1	505739.68213073775	4.224746787362573	0.1610977151321222	0.008	0.28800000000000003	
Gorilla vs Skin	1	1914560.2543987988	15.375771804368966	0.4113833925583751	0.001	0.036000000000000004	.
Gorilla vs Plaque	1	567545.7544503344	3.7591882174943123	0.105125099446615	0.02	0.72	
Alouatta vs Homo	1	46168.42497028742	0.6466957397304435	0.011218262060504138	0.657	1	
Alouatta vs Gut	1	193840.47264096045	2.126603420419366	0.08463553090869266	0.037	1	
Alouatta vs Sediment	1	557690.727482553	4.971304782455626	0.27662458806601686	0.006	0.216	
Alouatta vs Skin	1	1558466.271701889	12.9526276262519	0.4990873299145212	0.001	0.036000000000000004	.
Alouatta vs Plaque	1	483404.12044563505	3.0411174143057913	0.11678137177919798	0.043	1	
Homo vs Gut	1	413082.6371495862	5.093316428984407	0.06606690002337864	0.001	0.036000000000000004	.
Homo vs Sediment	1	1084391.2274490853	12.926006793350815	0.17251695835067393	0.001	0.036000000000000004	.
Homo vs Skin	1	3452160.6551971687	40.329607230063374	0.39411474666752117	0.001	0.036000000000000004	.
Homo vs Plaque	1	1224224.9188816785	11.91308205701036	0.14196930639392602	0.001	0.036000000000000004	.
Gut vs Sediment	1	524952.7656791159	4.552829285183848	0.13985971066594913	0.005	0.18	
Gut vs Skin	1	1843600.6749942694	15.481887592815973	0.3560537145442111	0.001	0.036000000000000004	.
Gut vs Plaque	1	340836.750553973	2.3869459278575147	0.05910191704322664	0.081	1	
Sediment vs Skin	1	870423.9188917166	5.811045546157729	0.2440483150936406	0.015	0.54	
Sediment vs Plaque	1	110779.26073383586	0.647831281279296	0.022613623869763535	0.534	1	
Skin vs Plaque	1	1114763.7145181308	6.37814157818947	0.185528981073135	0.012	0.432	
