pairs	mean_SumsOfSqs	sd_SumsOfSqs	mean_F.Model	sd_F.Model	mean_R2	sd_R2	mean_p.value	sd_p.value	mean_p.adjusted	sd_p.adjusted	bootstraps
Gorilla vs Homo	2674555.888310044	774927.3886760937	3.971345704172948	1.4880568500729285	0.17728809929384345	0.051855570876736756	0.00843	0.013379658161748856	0.02529	0.040138974485246545	100
Gorilla vs Pan	4853734.236130473	1247195.0836678387	13.591533028062784	5.436153340198872	0.4158114500020458	0.08640319244184691	0.001	0	0.003	0	100
Homo vs Pan	2623247.2231178954	913735.2564891331	6.1591398963818	1.8781478139866012	0.2505778322311717	0.05702464399909834	0.00119	7.20479638220893e-4	0.0035700000000000003	0.002161438914662677	100
