pairs	Df	SumsOfSqs	F.Model	R2	p.value	p.adjusted	sig
Pan vs Control	1	753268.5285474714	8.961402124856042	0.32049187250484423	0.001	0.036000000000000004	.
Pan vs Gorilla	1	724885.3661036689	8.984250968362465	0.2996323295800217	0.001	0.036000000000000004	.
Pan vs Alouatta	1	437745.8921100751	6.331741046090663	0.3114214877976776	0.001	0.036000000000000004	.
Pan vs Homo	1	1418617.0262096464	13.153254982729672	0.18485809237992323	0.001	0.036000000000000004	.
Pan vs Gut	1	1325996.5153556326	14.838841984279318	0.33848617601716197	0.001	0.036000000000000004	.
Pan vs Sediment	1	1419198.5914921698	15.53515990083778	0.4498360495635324	0.001	0.036000000000000004	.
Pan vs Skin	1	3300448.823362621	18.76088708556249	0.4968338546457383	0.001	0.036000000000000004	.
Pan vs Plaque	1	1858582.802139848	10.756207157028317	0.27055415811029593	0.001	0.036000000000000004	.
Control vs Gorilla	1	715971.3165917611	7.196265297250853	0.26460490874746284	0.001	0.036000000000000004	.
Control vs Alouatta	1	169520.64232823937	1.7443579018772317	0.11830680681287196	0.123	1	
Control vs Homo	1	383142.43335497926	3.333734663927998	0.05525490312339563	0.009	0.32399999999999995	
Control vs Gut	1	849802.4781028187	8.242185804782856	0.22741966638488845	0.001	0.036000000000000004	.
Control vs Sediment	1	1216259.0082902585	10.778176848654832	0.37452604816967877	0.001	0.036000000000000004	.
Control vs Skin	1	2257042.866880466	11.167363861228205	0.3828718945723043	0.001	0.036000000000000004	.
Control vs Plaque	1	1413285.0592015085	7.4573571053954	0.21031903430446722	0.001	0.036000000000000004	.
Gorilla vs Alouatta	1	282214.40067068307	3.1111704513611778	0.17178185472421262	0.016	0.5760000000000001	
Gorilla vs Homo	1	711504.5844381219	6.314279483360466	0.09667532939667656	0.001	0.036000000000000004	.
Gorilla vs Gut	1	476944.6679922249	4.794708773621626	0.1377999397786759	0.001	0.036000000000000004	.
Gorilla vs Sediment	1	371214.9211787973	3.4880687516000917	0.14850385480766579	0.002	0.07200000000000001	
Gorilla vs Skin	1	1527001.2994359075	8.176117352214481	0.29017899272668546	0.002	0.07200000000000001	
Gorilla vs Plaque	1	656315.5461867108	3.6436898309238064	0.10830232501949552	0.024	0.864	
Alouatta vs Homo	1	92198.13177893427	0.8096082879321101	0.015330700495218771	0.526	1	
Alouatta vs Gut	1	340521.5910311213	3.468982166369462	0.1310583891955251	0.021	0.756	
Alouatta vs Sediment	1	533902.0825483106	4.950547611391745	0.27578811067858655	0.002	0.07200000000000001	
Alouatta vs Skin	1	1490836.9988129789	6.441397875257922	0.3313238027732338	0.001	0.036000000000000004	.
Alouatta vs Plaque	1	701420.8283631214	3.4491845480129713	0.13040797313624913	0.051	1	
Homo vs Gut	1	795057.3483920177	7.059871358991693	0.09532654093834779	0.001	0.036000000000000004	.
Homo vs Sediment	1	1064067.7461655622	9.066604402976848	0.13723430294184033	0.001	0.036000000000000004	.
Homo vs Skin	1	3114685.4459528434	21.39934689481689	0.2729531270652924	0.001	0.036000000000000004	.
Homo vs Plaque	1	1839545.5262675232	12.368464947204771	0.15583601063006788	0.001	0.036000000000000004	.
Gut vs Sediment	1	491621.6448982302	4.54971252309166	0.13977734887409432	0.002	0.07200000000000001	
Gut vs Skin	1	1341847.559415216	8.110739345816542	0.22460740191840403	0.002	0.07200000000000001	
Gut vs Plaque	1	418276.89357162383	2.5226246535565053	0.062252252294203385	0.069	1	
Sediment vs Skin	1	1103756.2373330228	5.2606668282010425	0.22616147967963895	0.002	0.07200000000000001	
Sediment vs Plaque	1	254252.3888603165	1.3074316364920089	0.04461092506188998	0.257	1	
Skin vs Plaque	1	930137.4545010874	3.693185307972391	0.1165293192238198	0.02	0.72	
