Run	BetaDispersion_F_Value	BetaDispersion_p_Value	Adonis_pseudoF_Value	Adonis_p_Value	Adonis_RsquaredGroups_Value	Adonis_RsquaredResiduals_Value
1	5.401815031575728	0.010634290106234243	8.039872587978435	0.001	0.37325534564515245	0.6267446543548476
2	13.610654513079496	8.168002086650648e-5	6.0677885576894015	0.001	0.3100906645531485	0.6899093354468515
3	23.19834748532526	1.3701812153597385e-6	10.721500946443774	0.001	0.44264395382227195	0.557356046177728
4	15.089421436685454	3.98780051411258e-5	4.370074979106846	0.001	0.244547098107658	0.755452901892342
5	10.721786741650469	3.7387161778635545e-4	7.458879079539989	0.001	0.3558815837065128	0.6441184162934873
6	18.248248639578275	9.689222766841421e-6	5.61661222591166	0.001	0.29380792786593274	0.7061920721340673
7	13.299650342770741	9.544708063667301e-5	6.81155169535532	0.001	0.3353535858569057	0.6646464141430942
8	13.092638173681193	1.0598066594046096e-4	4.0596094166524725	0.001	0.23119018882063427	0.7688098111793658
9	16.17882141132581	2.4070000153977998e-5	5.160417088314618	0.001	0.27654350188914767	0.7234564981108522
10	14.914287140724513	4.33270927034842e-5	4.455233001570304	0.001	0.24813005774866104	0.751869942251339
11	7.321661345422111	0.0028810332039069957	6.467116194562158	0.001	0.32388834379215026	0.6761116562078499
12	25.390550047365085	6.26052449024179e-7	7.732640735452134	0.001	0.36418648211481985	0.6358135178851801
13	28.89169814095689	1.9553066857613023e-7	9.384629261552666	0.001	0.410084391330705	0.5899156086692949
14	14.84395777964117	4.4801156712555774e-5	5.534357287433675	0.001	0.29075619438369016	0.7092438056163098
15	19.048494555898266	6.923706355855441e-6	7.130315363977063	0.001	0.3456231879240889	0.6543768120759111
16	24.703823310190685	7.962761338083642e-7	6.7265849970164755	0.001	0.3325615766580805	0.6674384233419195
17	12.40776885002695	1.5073034422587774e-4	5.172815502564708	0.001	0.27702386401526985	0.7229761359847302
18	16.426240917536866	2.1517985410398703e-5	8.216769442788399	0.001	0.37836057818981844	0.6216394218101816
19	3.5779111494569995	0.04184434298229762	6.099662355609501	0.001	0.3112126242248124	0.6887873757751876
20	22.23862444800116	1.9594993846923176e-6	6.881336093332525	0.001	0.3376292928893734	0.6623707071106265
21	11.357854554489677	2.6347942055322257e-4	6.409090501969093	0.001	0.32191779435304724	0.6780822056469527
22	5.067838569620137	0.013527814118548464	8.568673881031453	0.001	0.3882731661731805	0.6117268338268196
23	21.73984318342748	2.36890321993096e-6	6.1277966724930035	0.001	0.31219992619348286	0.6878000738065172
24	4.680197943193512	0.017985589387063617	11.567551731726926	0.001	0.46145518539356883	0.5385448146064312
25	12.021871844802087	1.845809200362292e-4	6.292379211505135	0.001	0.317919293292816	0.6820807067071841
26	9.349935923653245	8.214072963838614e-4	7.322081165644388	0.001	0.3516498234444275	0.6483501765555726
27	10.848829668139388	3.4837873526358254e-4	6.690339449229299	0.001	0.3313633961456097	0.6686366038543903
28	4.7958652424008825	0.016509769559429847	9.067283588985317	0.001	0.4017888796067106	0.5982111203932895
