Combination	Taxon	n	Bootstrap_Result
Alouatta:Gorilla:Pan:Control	Mycobacterium	55	5.5
Alouatta:Gorilla:Pan:Control	Rothia	1	0.1
Alouatta:Gorilla:Homo:Control	Aggregatibacter	89	8.9
Alouatta:Gorilla:Homo:Control	Haemophilus	1	0.1
Alouatta:Gorilla:Homo:Control	Neisseria	119	11.899999999999999
Alouatta:Gorilla:Homo:Control	Rothia	25	2.5
Gorilla:Pan:Homo:Control	Fretibacterium	5	0.5
Gorilla:Pan:Homo:Control	Olsenella	52	5.2
Gorilla:Pan:Homo:Control	Tannerella	19	1.9
Control	Brachybacterium	1	0.1
Control	Methylotenera	34	3.4000000000000004
Alouatta:Gorilla:Control	Brachybacterium	2	0.2
Alouatta:Gorilla:Control	Micromonospora	1	0.1
Alouatta:Gorilla:Control	Rothia	1	0.1
Alouatta:Pan:Homo:Control	Mycobacterium	1	0.1
Alouatta:Pan:Homo:Control	Olsenella	1	0.1
Alouatta:Pan:Homo:Control	Ottowia	5	0.5
Alouatta:Pan:Homo:Control	Pseudopropionibacterium	1	0.1
Alouatta:Pan:Homo:Control	Rothia	1	0.1
Alouatta:Pan:Homo:Control	Tannerella	2	0.2
Alouatta:Homo:Control	Aggregatibacter	1	0.1
Alouatta:Homo:Control	Neisseria	1	0.1
