Combination	Taxon	n	Bootstrap_Result
Alouatta:Gorilla:Homo	Ottowia	9	0.8999999999999999
Alouatta:Gorilla:Homo	Parvimonas	3	0.3
Alouatta:Gorilla:Homo	Propionibacterium	7	0.7000000000000001
Alouatta:Gorilla:Homo	Rothia	316	31.6
Alouatta:Gorilla:Homo	Selenomonas	26	2.6
Alouatta:Gorilla:Homo	Veillonella	108	10.8
Gorilla:Pan	Anaeroglobus	312	31.2
Gorilla:Pan	Atopobium	228	22.8
Gorilla:Pan	Bacteroides	349	34.9
Gorilla:Pan	Bifidobacterium	7	0.7000000000000001
Gorilla:Pan	Candidatus Kryptonium	43	4.3
Gorilla:Pan	Clostridium	466	46.6
Gorilla:Pan	Collinsella	120	12
Gorilla:Pan	Dialister	939	93.89999999999999
Gorilla:Pan	Eggerthia	1	0.1
Gorilla:Pan	Johnsonella	20	2
Gorilla:Pan	Oribacterium	320	32
Gorilla:Pan	Parvimonas	6	0.6
Gorilla:Pan	Propionibacterium	112	11.200000000000001
Gorilla:Pan	Pseudoramibacter	308	30.8
Gorilla:Pan	Slackia	489	48.9
Alouatta:Gorilla:Pan	Anaeroglobus	526	52.6
Alouatta:Gorilla:Pan	Atopobium	390	39
Alouatta:Gorilla:Pan	Bacteroides	593	59.3
Alouatta:Gorilla:Pan	Bifidobacterium	1	0.1
Alouatta:Gorilla:Pan	Candidatus Kryptonium	11	1.0999999999999999
Alouatta:Gorilla:Pan	Clostridium	167	16.7
Alouatta:Gorilla:Pan	Eikenella	1	0.1
Alouatta:Gorilla:Pan	Ottowia	2	0.2
Alouatta:Gorilla:Pan	Parvimonas	4	0.4
Alouatta:Gorilla:Pan	Propionibacterium	186	18.6
Alouatta:Gorilla:Pan	Rothia	1	0.1
Alouatta:Pan:Homo	Actinobaculum	1	0.1
Alouatta:Pan:Homo	Candidatus Kryptonium	13	1.3
Alouatta:Pan:Homo	Capnocytophaga	501	50.1
Alouatta:Pan:Homo	Catonella	1	0.1
Alouatta:Pan:Homo	Clostridium	14	1.4000000000000001
Alouatta:Pan:Homo	Eikenella	3	0.3
Alouatta:Pan:Homo	Fusobacterium	3	0.3
Alouatta:Pan:Homo	Gemella	350	35
Alouatta:Pan:Homo	Olsenella	2	0.2
Alouatta:Pan:Homo	Ottowia	243	24.3
Alouatta:Pan:Homo	Parvimonas	400	40
Alouatta:Pan:Homo	Porphyromonas	223	22.3
Alouatta:Pan:Homo	Prevotella	3	0.3
Alouatta:Pan:Homo	Tannerella	90	9
Alouatta:Pan:Homo	Treponema	415	41.5
Homo	Abiotrophia	996	99.6
Homo	Candidatus Kryptonium	25	2.5
Homo	Catonella	166	16.6
Homo	Desulfomicrobium	161	16.1
Homo	Eubacterium	60	6
Homo	Filifactor	3	0.3
Homo	Granulicatella	47	4.7
Homo	Johnsonella	109	10.9
Homo	Methanobrevibacter	847	84.7
Homo	Morococcus	41	4.1000000000000005
Homo	Parvimonas	4	0.4
Homo	Peptoanaerobacter	614	61.4
Homo	Veillonella	103	10.299999999999999
Alouatta:Gorilla	Actinobacillus	368	36.8
Alouatta:Gorilla	Basfia	1	0.1
Alouatta:Gorilla	Bifidobacterium	7	0.7000000000000001
Alouatta:Gorilla	Candidatus Kryptonium	17	1.7000000000000002
Alouatta:Gorilla	Cardiobacterium	2	0.2
Alouatta:Gorilla	Centipeda	3	0.3
Alouatta:Gorilla	Eikenella	5	0.5
Alouatta:Gorilla	Haemophilus	88	8.799999999999999
Alouatta:Gorilla	Kingella	308	30.8
Alouatta:Gorilla	Mannheimia	1	0.1
Alouatta:Gorilla	Pasteurella	356	35.6
Alouatta:Gorilla	Propionibacterium	2	0.2
Alouatta:Gorilla	Rothia	51	5.1
Alouatta:Gorilla	Veillonella	136	13.600000000000001
Alouatta:Pan	Actinobaculum	5	0.5
Alouatta:Pan	Anaeroglobus	98	9.8
Alouatta:Pan	Atopobium	234	23.400000000000002
Alouatta:Pan	Bacteroides	31	3.1
Alouatta:Pan	Bifidobacterium	60	6
Alouatta:Pan	Candidatus Kryptonium	113	11.3
Alouatta:Pan	Catonella	1	0.1
Alouatta:Pan	Clostridium	28	2.8000000000000003
Alouatta:Pan	Gemella	9	0.8999999999999999
Alouatta:Pan	Parvimonas	12	1.2
Gorilla:Homo	Candidatus Kryptonium	3	0.3
Gorilla:Homo	Johnsonella	128	12.8
Gorilla:Homo	Oribacterium	1	0.1
Gorilla:Homo	Parvimonas	1	0.1
Gorilla:Homo	Propionibacterium	7	0.7000000000000001
Gorilla:Homo	Veillonella	55	5.5
Gorilla	Acidaminococcus	1	0.1
Gorilla	Basfia	3	0.3
Gorilla	Bifidobacterium	32	3.2
Gorilla	Candidatus Kryptonium	36	3.5999999999999996
Gorilla	Centipeda	1	0.1
Gorilla	Conchiformibius	1	0.1
Gorilla	Crocinitomix	1	0.1
Gorilla	Desulfovibrio	2	0.2
Gorilla	Glutamicibacter	38	3.8
Gorilla	Jeotgalicoccus	1	0.1
Gorilla	Johnsonella	7	0.7000000000000001
Gorilla	Mannheimia	3	0.3
Gorilla	Morganella	3	0.3
Gorilla	Morococcus	4	0.4
Gorilla	Necropsobacter	3	0.3
Gorilla	Oribacterium	9	0.8999999999999999
Gorilla	Oxalobacter	33	3.3000000000000003
Gorilla	Paenarthrobacter	2	0.2
Gorilla	Piscirickettsia	1	0.1
Gorilla	Propionibacterium	1	0.1
Gorilla	Psychrobacillus	1	0.1
Gorilla	Shuttleworthia	3	0.3
Gorilla	Vagococcus	1	0.1
Gorilla	Veillonella	61	6.1
