Combination	Taxon	n	Bootstrap_Result
Alouatta:Gorilla:Pan	Mycobacterium	68	6.800000000000001
Alouatta:Gorilla:Pan	Ottowia	2	0.2
Alouatta:Gorilla:Pan	Parvimonas	1	0.1
Alouatta:Gorilla:Pan	Prevotella	5	0.5
Alouatta:Gorilla:Pan	Propionibacterium	989	98.9
Alouatta:Gorilla:Pan	Rothia	17	1.7000000000000002
Alouatta:Gorilla:Pan	Tessaracoccus	913	91.3
Pan:Homo	Clostridium	225	22.5
Pan:Homo	Desulfobulbus	6	0.6
Pan:Homo	Desulfomicrobium	1000	100
Pan:Homo	Desulfovibrio	318	31.8
Pan:Homo	Filifactor	896	89.60000000000001
Pan:Homo	Fretibacterium	155	15.5
Pan:Homo	Gemella	43	4.3
Pan:Homo	Gordonibacter	9	0.8999999999999999
Pan:Homo	Methanobrevibacter	72	7.199999999999999
Pan:Homo	Mogibacterium	685	68.5
Pan:Homo	Murdochiella	26	2.6
Pan:Homo	Parvimonas	240	24
Pan:Homo	Porphyromonas	139	13.900000000000002
Pan:Homo	Prevotella	1	0.1
Pan:Homo	Tannerella	10	1
Pan:Homo	Treponema	228	22.8
Alouatta:Pan	Acidipropionibacterium	9	0.8999999999999999
Alouatta:Pan	Amycolatopsis	421	42.1
Alouatta:Pan	Bacillus	236	23.599999999999998
Alouatta:Pan	Bacteroides	650	65
Alouatta:Pan	Bifidobacterium	1	0.1
Alouatta:Pan	Brachybacterium	10	1
Alouatta:Pan	Clostridium	100	10
Alouatta:Pan	Cryptobacterium	268	26.8
Alouatta:Pan	Desulfovibrio	46	4.6
Alouatta:Pan	Gemella	592	59.199999999999996
Alouatta:Pan	Micromonospora	18	1.7999999999999998
Alouatta:Pan	Nocardiopsis	4	0.4
Alouatta:Pan	Propionibacterium	4	0.4
Gorilla:Pan	Acidipropionibacterium	59	5.8999999999999995
Gorilla:Pan	Bacillus	61	6.1
Gorilla:Pan	Bifidobacterium	729	72.89999999999999
Gorilla:Pan	Brachybacterium	3	0.3
Gorilla:Pan	Clostridium	116	11.600000000000001
Gorilla:Pan	Desulfovibrio	75	7.5
Gorilla:Pan	Filifactor	2	0.2
Gorilla:Pan	Libanicoccus	25	2.5
Gorilla:Pan	Nocardia	9	0.8999999999999999
Gorilla:Pan	Propionibacterium	1	0.1
Gorilla:Pan:Homo	Bifidobacterium	2	0.2
Gorilla:Pan:Homo	Clostridium	131	13.100000000000001
Gorilla:Pan:Homo	Desulfovibrio	208	20.8
Gorilla:Pan:Homo	Filifactor	32	3.2
Gorilla:Pan:Homo	Fretibacterium	845	84.5
Gorilla:Pan:Homo	Methanobrevibacter	2	0.2
Gorilla:Pan:Homo	Mogibacterium	315	31.5
Gorilla:Pan:Homo	Olsenella	350	35
Gorilla:Pan:Homo	Parvimonas	110	11
Gorilla:Pan:Homo	Porphyromonas	211	21.099999999999998
Gorilla:Pan:Homo	Prevotella	75	7.5
Gorilla:Pan:Homo	Selenomonas	76	7.6
Gorilla:Pan:Homo	Tannerella	340	34
Gorilla:Pan:Homo	Treponema	122	12.2
Alouatta:Homo	Aggregatibacter	1	0.1
Alouatta:Homo	Bordetella	76	7.6
Alouatta:Homo	Capnocytophaga	3	0.3
Alouatta:Homo	Desulfovibrio	2	0.2
Alouatta:Homo	Eikenella	31	3.1
Alouatta:Homo	Haemophilus	97	9.700000000000001
Alouatta:Homo	Leptotrichia	840	84
Alouatta:Homo	Neisseria	1	0.1
Alouatta:Homo	Rothia	25	2.5
Alouatta:Homo	Veillonella	150	15
Gorilla	Acidipropionibacterium	298	29.799999999999997
Gorilla	Aeromonas	208	20.8
Gorilla	Bacillus	48	4.8
Gorilla	Bibersteinia	1	0.1
Gorilla	Bordetella	32	3.2
Gorilla	Brachybacterium	28	2.8000000000000003
Gorilla	Desulfovibrio	1	0.1
Gorilla	Friedmanniella	102	10.2
Gorilla	Glaesserella	1	0.1
Gorilla	Lactobacillus	51	5.1
Gorilla	Libanicoccus	74	7.3999999999999995
Gorilla	Methanobrevibacter	5	0.5
Gorilla	Microlunatus	72	7.199999999999999
Gorilla	Nocardia	402	40.2
Gorilla	Salmonella	1	0.1
Gorilla	Veillonella	79	7.9
Gorilla	Vibrio	1	0.1
Gorilla	Yersinia	1	0.1
Alouatta:Pan:Homo	Campylobacter	7	0.7000000000000001
Alouatta:Pan:Homo	Capnocytophaga	260	26
Alouatta:Pan:Homo	Clostridium	94	9.4
Alouatta:Pan:Homo	Desulfovibrio	118	11.799999999999999
Alouatta:Pan:Homo	Eikenella	4	0.4
Alouatta:Pan:Homo	Gemella	54	5.4
Alouatta:Pan:Homo	Leptotrichia	69	6.9
Alouatta:Pan:Homo	Olsenella	2	0.2
Alouatta:Pan:Homo	Ottowia	43	4.3
Alouatta:Pan:Homo	Parvimonas	444	44.4
Alouatta:Pan:Homo	Porphyromonas	291	29.099999999999998
Alouatta:Pan:Homo	Prevotella	4	0.4
Alouatta:Pan:Homo	Rothia	6	0.6
Alouatta:Pan:Homo	Tannerella	32	3.2
Alouatta:Pan:Homo	Treponema	421	42.1
Homo	Bordetella	6	0.6
Homo	Desulfovibrio	2	0.2
Homo	Gemella	1	0.1
Homo	Methanobrevibacter	816	81.6
Homo	Murdochiella	4	0.4
Homo	Veillonella	87	8.7
Gorilla:Homo	Bordetella	13	1.3
Gorilla:Homo	Desulfovibrio	1	0.1
Gorilla:Homo	Methanobrevibacter	30	3
Gorilla:Homo	Veillonella	174	17.4
